code,description
16761005,Esophagitis (disorder)
53771000,Regurgitant esophagitis (disorder)
235598006,Non-reflux esophagitis (disorder)
235599003,Eosinophilic esophagitis (disorder)
235605005,Radiation esophagitis (disorder)
235606006,Nasogastric tube esophagitis (disorder)
409657002,Chronic esophagitis (disorder)
413225008,Esophagitis grade I (disorder)
413226009,Esophagitis grade II (disorder)
413227000,Esophagitis grade III (disorder)
413228005,Esophagitis grade IV (disorder)
430328004,Inflammation of esophagus due to chemotherapy (disorder)
735455001,Eosinophilic esophagitis caused by food (disorder)
770592009,Proton pump inhibitor responsive eosinophilic esophagitis (disorder)
860872005,Esophagitis due to human immunodeficiency virus disease (disorder)
1027000,Alkaline reflux disease (disorder)
35023000,Gastroesophagitis (disorder)
266433003,Gastroesophageal reflux disease with esophagitis (disorder)
717847008,Erosive gastro-esophageal reflux disease (disorder)
717848003,Ulcer of esophagus due to gastro-esophageal reflux disease with complication (disorder)
717849006,Ulcer of esophagus due to gastro-esophageal reflux disease without complication (disorder)
45414006,Glucocorticoid deficiency with achalasia (disorder)
45564002,Achalasia of esophagus (disorder)
69686006,Aperistalsis of esophagus (disorder)
70257007,Chalasia of lower esophageal sphincter (disorder)
715192004,Idiopathic achalasia of esophagus (disorder)
717842002,Idiopathic megaesophagus (disorder)
5.02E+12,Acquired achalasia of esophagus (disorder)
30811009,Ulcer of esophagus (disorder)
40719004,Erosive esophagitis (disorder)
57748001,Bleeding ulcer of esophagus (disorder)
196609006,Barrett's ulcer of esophagus (disorder)
196623008,Esophageal erosions (disorder)
235608007,Eosinophilic ulcer of esophagus (disorder)
235613006,Radiation ulcer of esophagus (disorder)
245754007,Gastroesophageal reflux disease with ulceration (disorder)
439442003,Esophageal bleeding due to ulcerative esophagitis (disorder)
439955006,Ulcerative esophagitis (disorder)
724516001,Ulcer of esophagus caused by thermal agent (disorder)
737189006,Ulcer of esophagus due to allergic disorder (disorder)
737190002,Ulcer of esophagus due to disorder of immune system (disorder)
738792004,Cushing ulcer of esophagus (disorder)
39392002,Compression of esophagus (disorder)
52619009,Primary chronic pseudo-obstruction of esophagus (disorder)
63305008,Stricture of esophagus (disorder)
66889002,Terminal esophageal web (disorder)
231719009,Dysphagia lusoria (disorder)
235596005,Peptic stricture of esophagus (disorder)
235615004,Malignant esophageal stricture (disorder)
235616003,Benign esophageal stricture (disorder)
235617007,Non-reflux stricture (disorder)
235618002,Corrosive stricture of esophagus (disorder)
235620004,Radiation-induced stricture of esophagus (disorder)
235623002,Lower esophageal ring (disorder)
235625009,Lower esophageal muscular ring (disorder)
405247003,Obstruction of esophagus (disorder)
405248008,Thoracic choke (disorder)
724437007,Compression of trachea and esophagus co-occurrent and due to congenital anomaly of aortic arch (disorder)
19995004,Spontaneous rupture of esophagus (disorder)
23387001,Perforation of esophagus (disorder)
235626005,Rupture of esophagus (disorder)
45067001,Spastic disorder of smooth muscle segment of esophagus (disorder)
