code,description
65880007,X-linked agammaglobulinemia (disorder)
116133005,Congenital agammaglobulinemia (disorder)
234416002,X-linked hypogammaglobulinemia (disorder)
234533006,X-linked agammaglobulinemia with growth hormone deficiency (disorder)
234534000,Autosomal agammaglobulinemia with absent B-cells (disorder)
267460002,Congenital hypogammaglobulinemia (finding)
764858009,Isolated agammaglobulinemia (disorder)
773730002,Osteopetrosis hypogammaglobulinemia syndrome (disorder)
119249001,Agammaglobulinemia (finding)
119250001,Hypogammaglobulinemia (finding)
234636008,Monosomy 22 and absence of immunoglobulin A (disorder)
234639001,"Triple X syndrome, epilepsy, and hypogammaglobulinemia (disorder)"
1.63E+16,Hypogammaglobulinemia due to multiple myeloma (disorder)
29260007,Immunoglobulin A deficiency (disorder)
190979003,Selective immunoglobulin A deficiency (disorder)
234551007,Immunoglobulin A1 deficiency (disorder)
234552000,Immunoglobulin A2 deficiency (disorder)
123785006,Immunoglobulin G subclass deficiency (finding)
190981001,Selective immunoglobulin G deficiency (disorder)
234546001,Immunoglobulin G2 deficiency (disorder)
234547005,Combined immunoglobulin G2 and G4 deficiency (disorder)
234548000,Immunoglobulin G3 deficiency (disorder)
234549008,Immunoglobulin G4 deficiency (disorder)
234550008,Immunoglobulin G1 deficiency (disorder)
1.26E+13,Immunoglobulin G deficiency (disorder)
190980000,Selective immunoglobulin M deficiency (disorder)
82286005,Hyperimmunoglobulin M syndrome (disorder)
403835002,X-linked hyper-immunoglobulin M syndrome (disorder)
403836001,Autosomal recessive hyperimmunoglobulin M syndrome (disorder)
783248004,Hyperimmunoglobulin M syndrome with susceptibility to opportunistic infection (disorder)
783249007,Hyperimmunoglobulin M syndrome without susceptibility to opportunistic infection (disorder)
23132008,Amyloid light-chain amyloidosis (disorder)
45841007,Kappa light chain disease (disorder)
51319002,Light chain disease (disorder)
66876008,Lambda light chain disease (disorder)
234538002,Hyperimmunoglobulin D with periodic fever (finding)
234539005,Immunoglobulin heavy chain deficiency (disorder)
234540007,Selective immunoglobulin E deficiency (disorder)
234541006,Selective immunoglobulin D deficiency (disorder)
234542004,Selective immunoglobulin M and immunoglobulin A deficiency (disorder)
234558001,Anti-haemophilus influenzae B polysaccharide antibody deficiency (disorder)
234560004,Anti-meningococcal polysaccharide A antibody deficiency (disorder)
234561000,Anti-meningococcal polysaccharide C antibody deficiency (disorder)
234562007,Anti-protein antibody deficiency (disorder)
234634006,Chromosome 18 syndromes and antibody deficiency (disorder)
449187006,Kappa light chain deficiency (disorder)
449384005,Lambda light chain deficiency (disorder)
778004006,Autoinflammation phospholipase C gamma 2 associated antibody deficiency and immune dysregulation (disorder)
783205005,Alopecia antibody deficiency (disorder)
840472009,Deficiency of immunoglobulin A with immunoglobulin G subclass deficiency (disorder)
234543009,Immunoglobulin light chain deficiency (disorder)
234544003,Immunoglobulin subclass deficiency (disorder)
234553005,Immunoglobulin-associated molecule deficiency (disorder)
234555003,Defective immunoglobulin glycosylation (disorder)
234556002,Specific antibody deficiency (disorder)
234557006,Anti-polysaccharide antibody deficiency (disorder)
234559009,Anti-pneumococcal polysaccharide antibody deficiency (disorder)
234563002,Anti-staphylococcal antibody deficiency (disorder)
267459007,Deficiencies of humoral immunity (finding)
363265005,Predominant humoral immune deficiency (disorder)
417167007,Immunoglobulin deficiency (disorder)
190996002,Severe combined immunodeficiency with reticular dysgenesis (disorder)
3439009,Severe combined immunodeficiency due to absent peripheral T cell maturation (disorder)
49555001,Severe combined immunodeficiency due to absent T cell receptor (disorder)
190997006,Severe combined immunodeficiency with low T- and B-cell numbers (disorder)
715982006,Severe combined immunodeficiency due to deoxyribonucleic acid cross-link repair protein 1c deficiency (disorder)
716871006,Severe combined immunodeficiency due to deoxyribonucleic acid dependent protein kinase catalytic subunit deficiency (disorder)
720853005,"Severe combined immunodeficiency, microcephaly, growth retardation, sensitivity to ionizing radiation syndrome (disorder)"
722067005,Severe combined immunodeficiency with hypereosinophilia (disorder)
724177005,Ligase 4 syndrome (disorder)
763623001,Severe combined immunodeficiency due to cytidine 5-prime triphosphate synthetase 1 deficiency (disorder)
765188009,Severe combined immunodeficiency due to complete recombination-activating gene 1 and/or recombination-activating gene 2 deficiency (disorder)
783617001,Severe combined immunodeficiency due to lymphocyte-specific protein-tyrosine kinase deficiency (disorder)
783743009,Combined immunodeficiency with granulomatosis (disorder)
190998001,Severe combined immunodeficiency with low or normal B-cell numbers (disorder)
718107000,Severe combined immunodeficiency T-cell negative B-cell positive due to janus kinase-3 deficiency (disorder)
725135004,Combined immunodeficiency due to CD3gamma deficiency (disorder)
765145001,T cell negative B cell positive severe combined immunodeficiency due to gamma chain deficiency (disorder)
771517009,Severe combined immunodeficiency due to caspase recruitment domain family member 11 deficiency (disorder)
778028008,Immunodeficiency due to CD25 deficiency (disorder)
782751003,Severe combined immunodeficiency due to inhibitor of nuclear factor kappa B kinase subunit beta deficiency (disorder)
36980009,Severe combined immunodeficiency due to absent adenosine deaminase (disorder)
44940001,Adenosine deaminase deficiency (disorder)
124274002,Deficiency of adenine phosphoribosyltransferase (disorder)
124521008,Deficiency of adenine deaminase (disorder)
238009001,Adenine phosphoribosyl transferase deficiency type I (disorder)
238010006,Adenine phosphoribosyl transferase deficiency type II (disorder)
55602000,Nezelof's syndrome (disorder)
60743005,Purine-nucleoside phosphorylase deficiency (disorder)
191001007,Major histocompatibility complex class I deficiency (disorder)
725136003,Immunodeficiency by defective expression of human leukocyte antigen class 1 (disorder)
71904008,Severe combined immunodeficiency due to absent class II human leukocyte antigens (disorder)
191002000,Major histocompatibility complex class II deficiency (disorder)
237989003,Succinate-coenzyme Q reductase deficiency (disorder)
45390000,Severe combined immunodeficiency due to absent interleukin-2 production (disorder)
234571003,"Warts, hypogammaglobulinemia, infections, and myelokathexis (disorder)"
716378008,Combined immunodeficiency due to Zeta-chain associated protein kinase 70 deficiency (disorder)
717811007,Combined immunodeficiency due to calcium release activated calcium channel dysfunction (disorder)
724361001,Hepatic veno-occlusive disease with immunodeficiency syndrome (disorder)
725290000,Combined immunodeficiency due to partial recombination-activating gene 1 deficiency (disorder)
766879006,Combined immunodeficiency due to OX40 deficiency (disorder)
771479000,Combined immunodeficiency due to serine/threonine kinase 4 deficiency (disorder)
773488000,Combined immunodeficiency due to mucosa-associated lymphoid tissue lymphoma translocation gene 1 deficiency (disorder)
783142006,Pancytopenia due to IKAROS family zinc finger 1 mutations (disorder)
784340000,Combined immunodeficiency due to interleukin 21 receptor deficiency (disorder)
22406001,Severe combined immunodeficiency due to absent lymphoid stem cells (disorder)
31323000,Severe combined immunodeficiency disease (disorder)
111587007,Severe combined immunodeficiency due to absent interleukin-2 receptor (disorder)
190993005,Autosomal recessive severe combined immunodeficiency (disorder)
234570002,Severe combined immunodeficiency with maternofetal engraftment (disorder)
234572005,Benign combined immunodeficiency (disorder)
362993009,Autosomal recessive severe combined immunodeficiency disease (disorder)
442459007,Combined immunodeficiency disease (disorder)
36070007,Wiskott-Aldrich syndrome (disorder)
403837005,Wiskott-Aldrich autosomal dominant variant syndrome (disorder)
24181002,Aplasia of thymus gland with immunodeficiency (disorder)
48119005,Dysplasia of thymus gland with immunodeficiency (disorder)
190995003,Thymic aplasia or dysplasia with immunodeficiency (disorder)
767263007,22q11.2 deletion syndrome (disorder)
789777007,Short-limb skeletal dysplasia with severe combined immunodeficiency (disorder)
77121009,X-linked lymphoproliferative syndrome (disorder)
191008001,Immunodeficiency following hereditary defective response to Epstein-Barr virus (disorder)
711481001,"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia (disorder)"
50926003,Job's syndrome (disorder)
234632005,Immunodeficiency associated with chromosomal abnormality (disorder)
234637004,Deletion of X-chromosome and hypogammaglobulinemia (disorder)
234640004,18-p syndrome with associated immunodeficiency (disorder)
402483002,Immunodeficiency with multicarboxylase deficiency (disorder)
718717004,Primary immunodeficiency syndrome due to p14 deficiency (disorder)
719685004,Absent thumb with short stature and immunodeficiency syndrome (disorder)
719827008,X-linked immunoneurologic disorder (disorder)
720345008,"Severe T-cell immunodeficiency, congenital alopecia, nail dystrophy syndrome (disorder)"
721977007,"Lung fibrosis, immunodeficiency, 46,XX gonadal dysgenesis syndrome (disorder)"
724179008,Laron syndrome with immunodeficiency (disorder)
725137007,"Neutropenia, monocytopenia, deafness syndrome (disorder)"
772126000,Poikiloderma with neutropenia (disorder)
783099001,"Radiosensitivity, immunodeficiency, dysmorphic features, learning difficulties syndrome (disorder)"
234631003,Immunodeficiency with major anomalies (disorder)
234641000,Immunodeficiency associated with multiple organ system abnormalities (disorder)
103075007,Humoral immune defect (finding)
191011000,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and functions (disorder)
191012007,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders (disorder)
782750002,T-cell receptor alpha-beta-positive T-cell deficiency (disorder)
191013002,Common variable immunodeficiency with autoantibodies to B- or T-cells (disorder)
23238000,Common variable agammaglobulinemia (disorder)
191018006,Lymphocyte function antigen-1 defect (disorder)
18827005,Complement abnormality (disorder)
24419001,Disorder of complement (disorder)
24743004,Complement deficiency disease (disorder)
39674000,Familial C3B inhibitor deficiency syndrome (disorder)
81166004,Properdin deficiency disease (disorder)
82966003,Hereditary angioedema (disorder)
124281009,Deficiency of dimethylallyltranstransferase (disorder)
124450003,Deficiency of deoxyribonuclease I (disorder)
124517001,Deficiency of allantoinase (disorder)
124703008,Deficiency of cholate-CoA ligase (disorder)
234403002,Phosphoglycerokinase deficiency (disorder)
234593008,Classical complement pathway abnormality (disorder)
234594002,Complement 1q deficiency (disorder)
234595001,Complement 1q beta chain deficiency (disorder)
234596000,Complement 1q dysfunction (disorder)
234597009,Complement 1r deficiency (disorder)
234598004,Complement 1s deficiency (disorder)
234599007,Complement 2 deficiency (disorder)
234600005,Complement 4 deficiency (disorder)
234601009,Complement 4A deficiency (disorder)
234602002,Complement 4B deficiency (disorder)
234604001,Alternative pathway deficiency (disorder)
234607008,Factor D deficiency (disorder)
234608003,Terminal component deficiency (disorder)
234609006,Complement 5 deficiency (disorder)
234611002,Complement 6 deficiency (disorder)
234612009,Complement 7 deficiency (disorder)
234613004,Combined complement 6 and 7 deficiencies (disorder)
234614005,Complement 8 beta chain deficiency (disorder)
234615006,Complement 8 beta chain dysfunction (disorder)
234616007,Complement 8 alpha-gamma deficiency (disorder)
234617003,Complement 9 deficiency (disorder)
