code,term
1001000119102,Pulmonary embolism with pulmonary infarction
1003440009,Laryngeal cleft type 0
1003468008,Congenital teratoma of nasopharynx
1003507002,Agenesis of lobe of lung
1003520004,Agenesis of vomer
1003555002,Agenesis of trachea
1003568005,Agenesis of diaphragm
1003917004,Secondary congenital hyperplasia of lung
1003936009,Primary congenital hyperplasia of lung
10041001,Tracheal stenosis following tracheostomy
1010333003,Emphysema of left lung
1010334009,Emphysema of right lung
1010438008,Downward displacement of right half of diaphragm
1010445008,Downward displacement of left half of diaphragm
1010603001,Primary mucoepidermoid carcinoma of nasopharynx
1010607000,Primary lymphoepithelial carcinoma of nasopharynx
1010615002,Late syphilis of lung
1010619008,Inflammatory tracheobronchial papilloma
1010620002,Infection of lung caused by Mycobacterium malmoense
1010622005,Infection of lung caused by Mycobacterium xenopi
1010623000,Disorder of lung due to immunoglobulin A vasculitis
1010624006,Primary salivary gland type neoplasm of nasopharynx
1010626008,Recurrent peritonsillar abscess
1010631005,Primary malignant melanoma of overlapping lesion of accessory sinuses
1010633008,Primary papillary adenocarcinoma of nasopharynx
1010634002,Pneumonia caused by Acinetobacter
1010650005,Acute endogenous lipoid pneumonia
1010656004,Adenoid squamous cell carcinoma of nasopharynx
1010657008,Secondary hypoplasia of bilateral lungs
1010660001,Infantile hemangioma of subglottis
1010662009,Infection of lung caused by Mycobacterium kansasii
1010669000,Primary squamous cell carcinoma of superior wall of nasopharynx
1010670004,Chronic endogenous lipoid pneumonia
1010674008,Basaloid squamous cell carcinoma of nasopharynx
1010675009,Squamous cell carcinoma of posterior wall of nasopharynx
1010676005,Benign clear-cell neoplasm of lung
1010677001,Primary squamous cell carcinomas of anterior wall of nasopharynx
1010679003,Primary squamous cell carcinoma of lateral wall of nasopharynx
1010681001,Primary squamous cell carcinoma of overlapping lesion of nasopharynx
101301000119106,Acute hypercapnic respiratory failure due to obstructive sleep apnea
101401000119103,Pulmonary granuloma
1017196003,Interstitial pulmonary fibrosis due to inhalation of substance
1017197007,Interstitial pulmonary fibrosis due to inhalation of drug
102361000119104,Chronic pneumonia
102401000119108,Acquired velopharyngeal incompetence
102453009,Peritonsillar cellulitis
1031006,Open wound of trachea without complication
1033051000000101,Influenza due to zoonotic influenza virus
1033071000000105,Influenza due to pandemic influenza virus
1033091000000109,Influenza due to seasonal influenza virus
1033111000000104,Influenza with pneumonia due to seasonal influenza virus
10345003,Primary syphilis of tonsils
10351008,Suppurative tonsillitis
10375008,Extrapulmonary subpleural pulmonary sequestration
103781000119103,Allergic bronchopulmonary mycosis
103851000119100,Restrictive lung disease due to amyotrophic lateral sclerosis
103871000119109,Restrictive lung disease due to Parkinson disease
104041000119108,Fungal sinusitis
10446001,Aspergilloma
