code,term
10017004,Occlusal wear of teeth
1003388008,X-linked oligodontia
1003390009,X-linked hypodontia
1003397007,Congenital atresia of intestine at multiple levels
1003398002,Congenital anorectal fistula due to intermediate anorectal malformation
1003400003,Congenital gastric heterotopia of duodenum
1003421003,Intra-abdominal omphalomesenteric duct cyst
1003433008,Malrotation of small intestine
1003439007,Intra-abdominal vitelline remnant
1003468008,Congenital teratoma of nasopharynx
1003514000,Agenesis of liver
1003556001,Agenesis of stomach
1003567000,Agenesis of bile duct
1003569002,Agenesis of esophagus
10078003,Turner's tooth
1010603001,Primary mucoepidermoid carcinoma of nasopharynx
1010607000,Primary lymphoepithelial carcinoma of nasopharynx
1010616001,Cirrhosis of liver due to classical cystic fibrosis
1010624006,Primary salivary gland type neoplasm of nasopharynx
1010626008,Recurrent peritonsillar abscess
1010633008,Primary papillary adenocarcinoma of nasopharynx
1010656004,Adenoid squamous cell carcinoma of nasopharynx
1010669000,Primary squamous cell carcinoma of superior wall of nasopharynx
1010674008,Basaloid squamous cell carcinoma of nasopharynx
1010675009,Squamous cell carcinoma of posterior wall of nasopharynx
1010677001,Primary squamous cell carcinomas of anterior wall of nasopharynx
1010679003,Primary squamous cell carcinoma of lateral wall of nasopharynx
1010681001,Primary squamous cell carcinoma of overlapping lesion of nasopharynx
10184002,Recurrent cholangitis
10217006,Third degree perineal laceration
102334311000119101,Acute ulcerative proctitis
102401000119108,Acquired velopharyngeal incompetence
102453009,Peritonsillar cellulitis
1027000,Alkaline reflux disease
10295004,Chronic viral hepatitis
10321000132105,Kinking of colon co-occurrent and due to adhesions
10331000132107,Tortuous colon
1034003,Mesenteric-portal fistula
10345003,Primary syphilis of tonsils
10351000132101,Post polypectomy electrocoagulation syndrome
10351008,Suppurative tonsillitis
103611000119102,Cirrhosis of liver due to hepatitis B
103691000119106,Gastric ulcer caused by Helicobacter pylori
10389003,Acute gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction
1045000,Colonospasm
10480003,Extravasation cyst of salivary gland
1051005,Hyperplasia of islet alpha cells with gastrin excess
1052210007,Phlebosclerosis of intrahepatic vein
1052237009,Paralysis of left side of tongue
1052238004,Paralysis of right side of tongue
1052296002,Gastritis due to secondary syphilis
1052300001,Proctocolitis due to secondary syphilis
1052321001,Secondary syphilis of digestive system
105656003,Disease caused by Enteromonadidae
1059007,Opisthorchiasis
105992002,"Congenital anomaly of tongue, salivary gland AND/OR pharynx"
105995000,Disorder of teeth AND/OR supporting structures
105997008,Disorder of biliary tract
10628871000119101,Gastroenteritis caused by influenza
10628911000119103,Gastroenteritis caused by Influenza A virus
10629231000119109,Recurrent acute streptococcal tonsillitis
10665004,Mumps pancreatitis
1066551000000108,Acquired arteriovenous malformation of stomach
10679007,Infection caused by Giardia lamblia
10690671000119109,Stage 3 hepatic fibrosis
10699001,Esophagogastric ulcer
10743008,Irritable bowel syndrome
10743231000119101,Stenosis of small intestine co-occurrent and due to Crohn's disease
10750161000119106,Cholestasis of pregnancy complicating childbirth
10754781000119108,Gallbladder calculus in mother complicating childbirth
10759111000119102,Viral hepatitis in mother complicating childbirth
10759151000119101,Viral hepatitis in mother complicating pregnancy
1078279007,Perforation of root canal wall due to endodontic procedure
107831000119101,Secondary squamous cell carcinoma of liver
10807061000119103,Liver disorder in mother complicating childbirth
108111000119103,Acquired anomaly of mouth
10816007,Posterior lingual occlusion of mandibular teeth
1082371000119104,Abnormally formed tooth
1082381000119101,Abnormal size of tooth
1082431000119108,Acquired dilation of bile duct
1082441000119104,Acquired velopharyngeal dysfunction
10825001,Perforation of rectum
1082551000119101,Acute recurrent inflammation of salivary gland
1082631000119106,Gastric hemorrhage due to allergic gastritis
1082661000119103,Anal abscess
1082701000119105,Duodenal hemorrhage due to angiodysplasia of duodenum
1082711000119108,Gastric hemorrhage due to angiodysplasia of stomach
1082721000119101,Pneumonia caused by Ascaris
1082731000119103,Enteritis caused by Astrovirus
1082751000119109,Barretts esophagus with dysplasia
1082761000119106,Barretts esophagus with high grade dysplasia
1082771000119100,Barretts esophagus with low grade dysplasia
1083751000119104,Intestinal obstruction due to bilateral femoral hernia
1084511000119108,Intestinal obstruction due to recurrent irreducible inguinal hernia
1084521000119101,Intestinal obstruction due to bilateral recurrent irreducible inguinal hernia
1084751000119101,Borderline acquired velopharyngeal dysfunction
1084831000119100,Acute cholangitis due to bile duct calculus
1084841000119109,Acute cholangitis due to bile duct calculus with obstruction
1084891000119101,Cholangitis due to bile duct calculus with obstruction
1084901000119102,Chronic cholangitis due to bile duct calculus
1084911000119104,Chronic cholangitis due to bile duct calculus with obstruction
1084931000119109,Chronic cholecystitis due to cholelithiasis co-occurrent with choledocholithiasis
1084971000119107,Chronic cholecystitis due to gallbladder calculus with obstruction
1085021000119106,Hepatic ascites due to chronic alcoholic hepatitis
1085121000119107,Gastric hemorrhage due to chronic superficial gastritis
1085131000119105,Abscess of intestine co-occurrent and due to chronic ulcerative pancolitis
1085151000119104,Fistula of intestine due to chronic ulcerative pancolitis
1085161000119102,Intestinal obstruction due to chronic ulcerative pancolitis
1085171000119108,Rectal hemorrhage due to chronic ulcerative pancolitis
1085181000119106,Abscess of intestine co-occurrent and due to chronic ulcerative proctitis
1085201000119107,Fistula of intestine due to chronic ulcerative proctitis
1085211000119105,Intestinal obstruction due to chronic ulcerative proctitis
1085221000119103,Rectal hemorrhage due to chronic ulcerative proctitis
1085231000119100,Abscess of intestine co-occurrent and due to chronic ulcerative rectosigmoiditis
1085251000119106,Fistula of large intestine due to chronic ulcerative rectosigmoiditis
1085261000119108,Intestinal obstruction due to chronic ulcerative rectosigmoiditis
1085271000119102,Rectal hemorrhage due to chronic ulcerative rectosigmoiditis
1085291000119101,Uranostaphyloschisis with cleft lip
1085301000119100,Cleft of hard palate and cleft lip
1085331000119107,Cleft palate and bilateral cleft lip
1085341000119103,Cleft of soft palate and bilateral cleft lip
1085351000119101,Cleft of soft palate and cleft lip
1085391000119106,Abscess of intestine co-occurrent and due to colonic inflammatory polyps
1085411000119106,Fistula of intestine due to inflammatory polyps of colon
1085421000119104,Intestinal obstruction due to colonic inflammatory polyps
1085431000119101,Rectal hemorrhage due to inflammatory polyps of colon
1085441000119105,Fistula of colostomy
1085481000119100,Complete edentulism due to caries
1085491000119102,Complete edentulism class I due to caries
1085501000119109,Complete edentulism class II due to caries
1085511000119107,Complete edentulism class III due to caries
1085521000119100,Complete edentulism class IV due to caries
1085531000119102,Complete edentulism due to periodontal disease
1085541000119106,Complete edentulism class I due to periodontal disease
1085551000119108,Complete edentulism class II due to periodontal disease
1085561000119105,Complete edentulism class III due to periodontal disease
1085571000119104,Complete edentulism class IV due to periodontal disease
1085581000119101,Complete edentulism due to trauma
1085591000119103,Complete edentulism class I due to trauma
1085601000119105,Complete edentulism class II due to trauma
1085611000119108,Complete edentulism class III due to trauma
1085621000119101,Complete edentulism class IV due to trauma
1085651000119109,Congenital anal fissure
1085681000119102,Congenital rectal fissure
1085751000119100,Abscess of intestine co-occurrent and due to Crohn's disease of large intestine
1085771000119109,Fistula of large intestine due to Crohn's disease
1085781000119107,Intestinal obstruction due to Crohn's disease of large intestine
1085791000119105,Rectal hemorrhage due to Crohn's disease of large intestine
1085801000119106,Abscess of intestine co-occurrent and due to Crohn's disease of small and large intestine
1085821000119102,Fistula of intestine due to Crohn's disease of small and large intestine
1085831000119104,Intestinal obstruction due to Crohn's disease of small and large intestine
1085841000119108,Rectal hemorrhage due to Crohn's disease of small and large intestines
1085851000119105,Abscess of intestine co-occurrent and due to Crohn's disease of small intestine
1085871000119101,Fistula of small intestine due to Crohn's disease
