code,term
10070005,Poisoning caused by quinoline AND/OR hydroxyquinoline derivative
10186000,Toxic effect of selenium compound
10221004,Lupinus digitatus poisoning
10235002,Tetrachloroethylene poisoning
10363003,Amianthium muscaetoxicum poisoning
10385009,Poisoning caused by digoxin
10486009,Poisoning caused by medazepam
10553007,Poisoning caused by vitamin D
105624005,"Poisoning caused by analgesic, antipyretic AND/OR antirheumatic"
105625006,Poisoning caused by anticonvulsant AND/OR anti-Parkinsonism drug
10571000,Cotyledon species poisoning
10608000,Polytetrafluoroethylene poisoning
10613001,Acute berylliosis
10650000,Poisoning caused by ketamine
10852006,Poisoning caused by ingestion of insect-infested food
10916006,Poisoning caused by pyrimethamine
10984003,Poisoning caused by skeletal muscle relaxant
11086007,Microcystis species poisoning
111754006,Poisoning caused by piperazine
111755007,Poisoning caused by fluorinated corticosteroid
111756008,Poisoning caused by posterior pituitary hormone
111758009,Poisoning caused by enzyme
111760006,Poisoning caused by vitamin
111762003,Poisoning caused by antirheumatic
111763008,Poisoning caused by mixed sedative
111764002,Poisoning caused by local anesthetic
111765001,Poisoning caused by prochlorperazine
111766000,Poisoning caused by tranquilizer
111767009,Poisoning caused by antilipemic AND/OR antiarteriosclerotic drug
111768004,Poisoning caused by vasodilator
111769007,Poisoning caused by antihypertensive agent
111772000,Poisoning caused by diuretic
111776002,Toxic effect of hydrocarbon gas
111777006,Cobalt poisoning
111778001,Ionophore poisoning
111779009,Nicotine sulfate poisoning
111780007,Ammonium sulfamate toxicity
111781006,Monochloromethylphenoxyacetic acid poisoning
111782004,Trichlorfon poisoning
111783009,Ochratoxicosis
111784003,Acer rubrum poisoning
111785002,Anemone species poisoning
111786001,Halogeton glomeratus poisoning
111787005,Hypericum perforatum poisoning
111788000,Juglans nigra poisoning
111789008,Mesembryanthemum species poisoning
111790004,Opuntia species poisoning
111791000,Polygonum species poisoning
111792007,Sophora secundiflora poisoning
111793002,Trifolium pratense poisoning
111802007,Food poisoning caused by Clostridia
11196001,Poisoning caused by opiate AND/OR related narcotic
11268001,Poisoning caused by local anti-infective
11306002,Poisoning caused by dextrothyroxine
11593000,Moraea species poisoning
11632003,Medicago sativa poisoning
11826005,Toxic effect of chloroacetophenone
11960004,Helenium microcephalum poisoning
11974006,Poisoning caused by protectant
12007003,Halogeton species poisoning
12293001,Malva species poisoning
123012009,Poisoning caused by antidote AND/OR chelating agent
12306004,Osteospermum ecklonis poisoning
123775005,Carboxyhemoglobinemia
123873005,Family poaceae poisoning
123874004,Family fabaceae poisoning
123875003,Family Aceraceae poisoning
123876002,Family apocynaceae poisoning
