"code","description"
"7322007","Accessory adrenal cortex (disorder)"
"49494003","Ectopic adrenal gland (disorder)"
"49494003","Ectopic adrenal gland (disorder)"
"60637003","Congenital anomaly of adrenal gland (disorder)"
"60637003","Congenital anomaly of adrenal gland (disorder)"
"60637003","Congenital anomaly of adrenal gland (disorder)"
"60637003","Congenital anomaly of adrenal gland (disorder)"
"68352004","Accessory adrenal gland (disorder)"
"83190008","Congenital absence of adrenal gland (disorder)"
"83190008","Congenital absence of adrenal gland (disorder)"
"91285009","Ectopic adrenal cortex (disorder)"
"93068008","Congenital hypertrophy of adrenal gland (disorder)"
"93235007","Congenital hypoplasia of adrenal gland (disorder)"
"205744006","Congenital cyst of adrenal gland (disorder)"
"237764004","Congenital adrenal hypoplasia, X-linked (disorder)"
"702615004","Aplasia of adrenal gland (disorder)"
"2241003","X-linked absence of thyroxine-binding globulin (disorder)"
"4184009","Congenital anomaly of endocrine gland (disorder)"
"4184009","Congenital anomaly of endocrine gland (disorder)"
"4184009","Congenital anomaly of endocrine gland (disorder)"
"6537000","Ectopic pituitary tissue (disorder)"
"21279007","Lingual thyroid (disorder)"
"32454003","Congenital anomaly of the thyroid gland (disorder)"
"32454003","Congenital anomaly of the thyroid gland (disorder)"
"65048006","Accessory parathyroid gland (disorder)"
"65274008","Congenital anomaly of parathyroid glands (disorder)"
"65274008","Congenital anomaly of parathyroid glands (disorder)"
"73291005","Congenital absence of parathyroid gland (disorder)"
"74012004","Congenital anomaly of pituitary gland (disorder)"
"74012004","Congenital anomaly of pituitary gland (disorder)"
"75667007","Lingual goiter (disorder)"
"205749001","Congenital absence of pituitary gland (disorder)"
"205757003","Aberrant parathyroid gland (disorder)"
"254255007","Congenital malformation of anterior pituitary (disorder)"
"254256008","Congenital malformation of posterior pituitary (disorder)"
"268302006","Aberrant thyroid gland (disorder)"
"297267009","Retrosternal thyroid gland (disorder)"
"303138003","Thyroglossal duct anomaly (disorder)"
"363627009","Parathyromatosis (disorder)"
"371118004","Congenital anomaly of endocrine gonad (disorder)"
"699000000","Thyroglossal duct sinus (disorder)"
"702614000","Aplasia of parathyroid gland (disorder)"
"717897007","Hereditary isolated hypoparathyroidism due to agenesis of parathyroid gland (disorder)"
"718194004","Hypothyroidism due to mutation in transcription factor of pituitary development (disorder)"
"778005007","Duplication of pituitary gland (disorder)"
