code,description
656,Clinical Psychology Service
700,Learning Disability Service
710,Adult Mental Health Service
711,Child and Adolescent Psychiatry Service
712,Forensic Psychiatry Service
713,Medical Psychotherapy Service
720,Eating Disorders Service
721,Addiction Service
722,Liaison Psychiatry Service
723,Psychiatric Intensive Care Service
724,Perinatal Mental Health Service
725,Mental Health Recovery and Rehabilitation Service
726,Mental Health Dual Diagnosis Service
730,Neuropsychiatry Service
