"code","description"
"G43","Migraine"
"G430","Migraine without aura [common migraine]"
"G431","Migraine with aura [classical migraine]"
"G432","Status migrainosus"
"G433","Complicated migraine"
"G438","Other migraine"
"G439","Migraine, unspecified"
"G44","Other headache syndromes"
"G440","Cluster headache syndrome"
"G441","Vascular headache, not elsewhere classified"
"G442","Tension-type headache"
"G443","Chronic post-traumatic headache"
"G444","Drug-induced headache, not elsewhere classified"
"G448","Other specified headache syndromes"
