"code","description"
"F060","Organic hallucinosis"
"F061","Organic catatonic disorder"
"F062","Organic delusional [schizophrenia-like] disorder"
"F063","Organic mood [affective] disorders"
"F064","Organic anxiety disorder"
"F065","Organic dissociative disorder"
"F066","Organic emotionally labile [asthenic] disorder"
"F067","Mild cognitive disorder"
"F068","Other specified mental disorders due to brain damage and dysfunction and to physical disease"
"F07","Personality and behavioural disorders due to brain disease, damage and dysfunction"
"F070","Organic personality disorder"
"F071","Postencephalitic syndrome"
"F072","Postconcussional syndrome"
"F078","Other organic personality and behavioural disorders due to brain disease, damage and dysfunction"
"F079","Unspecified organic personality and behavioural disorder due to brain disease, damage and dysfunction"
"F09","Unspecified organic or symptomatic mental disorder"
"F32","Depressive episode"
"F320","Mild depressive episode"
"F321","Moderate depressive episode"
"F322","Severe depressive episode without psychotic symptoms"
"F323","Severe depressive episode with psychotic symptoms"
"F328","Other depressive episodes"
"F329","Depressive episode, unspecified"
"F33","Recurrent depressive disorder"
"F330","Recurrent depressive disorder, current episode mild"
"F331","Recurrent depressive disorder, current episode moderate"
"F332","Recurrent depressive disorder, current episode severe without psychotic symptoms"
"F333","Recurrent depressive disorder, current episode severe with psychotic symptoms"
"F334","Recurrent depressive disorder, currently in remission"
"F338","Other recurrent depressive disorders"
"F339","Recurrent depressive disorder, unspecified"
"F34","Persistent mood [affective] disorders"
"F340","Cyclothymia"
"F341","Dysthymia"
"F38","Other mood [affective] disorders"
"F380","Other single mood [affective] disorders"
"F381","Other recurrent mood [affective] disorders"
"F388","Other specified mood [affective] disorders"
"F39","Unspecified mood [affective] disorder"
"F40","Phobic anxiety disorders"
"F400","Agoraphobia"
"F401","Social phobias"
"F409","Phobic anxiety disorder, unspecified"
"F410","Panic disorder [episodic paroxysmal anxiety]"
"F41","Other anxiety disorders"
"F411","Generalized anxiety disorder"
"F412","Mixed anxiety and depressive disorder"
"F413","Other mixed anxiety disorders"
"F418","Other specified anxiety disorders"
"F419","Anxiety disorder, unspecified"
"F42","Obsessive-compulsive disorder"
"F420","Predominantly obsessional thoughts or ruminations"
"F422","Mixed obsessional thoughts and acts"
"F428","Other obsessive-compulsive disorders"
"F429","Obsessive-compulsive disorder, unspecified"
"F431","Post-traumatic stress disorder"
"F432","Adjustment disorders"
"F438","Other reactions to severe stress"
"F439","Reaction to severe stress, unspecified"
"F44","Dissociative [conversion] disorders"
"F440","Dissociative amnesia"
"F441","Dissociative fugue"
"F442","Dissociative stupor"
"F443","Trance and possession disorders"
"F444","Dissociative motor disorders"
"F445","Dissociative convulsions"
"F446","Dissociative anaesthesia and sensory loss"
"F447","Mixed dissociative [conversion] disorders"
"F448","Other dissociative [conversion] disorders"
"F449","Dissociative [conversion] disorder, unspecified"
"F45","Somatoform disorders"
"F450","Somatization disorder"
"F451","Undifferentiated somatoform disorder"
"F452","Hypochondriacal disorder"
"F453","Somatoform autonomic dysfunction"
"F454","Persistent somatoform pain disorder"
"F459","Somatoform disorder, unspecified"
"F481","Depersonalization-derealization syndrome"
"F50","Eating disorders"
"F500","Anorexia nervosa"
"F501","Atypical anorexia nervosa"
"F502","Bulimia nervosa"
"F503","Atypical bulimia nervosa"
"F504","Overeating associated with other psychological disturbances"
"F505","Vomiting associated with other psychological disturbances"
"F508","Other eating disorders"
"F509","Eating disorder, unspecified"
"F53","Mental and behavioural disorders associated with the puerperium, not elsewhere classified"
"F530","Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified"
"F531","Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified"
"F538","Other mental and behavioural disorders associated with the puerperium, not elsewhere classified"
"F539","Puerperal mental disorder, unspecified"
"F54","Psychological and behavioural factors associated with disorders or diseases classified elsewhere"
