"code","description"
"12367511000119101","Paraplegia due to and following cerebrovascular accident (disorder)"
"690271000119104","Hemiplegia of nondominant side due to and following embolic cerebrovascular accident (disorder)"
"674161000119102","Monoplegia of upper limb due to and following ischemic cerebrovascular accident (disorder)"
"672461000119104","Hemiplegia of dominant side due to and following ischemic cerebrovascular accident (disorder)"
"672441000119103","Hemiplegia of nondominant side due to and following ischemic cerebrovascular accident (disorder)"
"330471000119101","Neuromuscular scoliosis co-occurrent and due to cerebral palsy (disorder)"
"330421000119102","Lacunar ataxic hemiparesis of right nondominant side (disorder)"
"330411000119109","Lacunar ataxic hemiparesis of left nondominant side (disorder)"
"330321000119107","Monoplegia of left upper limb (disorder)"
"330311000119100","Monoplegia of right upper limb (disorder)"
"294131000119102","Hemiplegia of right nondominant side (disorder)"
"294121000119100","Hemiplegia of right dominant side (disorder)"
"294111000119107","Hemiplegia of left nondominant side (disorder)"
"294101000119109","Hemiplegia of left dominant side (disorder)"
"294071000119100","Flaccid hemiplegia of right nondominant side (disorder)"
"294061000119106","Flaccid hemiplegia of right dominant side (disorder)"
"294051000119109","Flaccid hemiplegia of left nondominant side (disorder)"
"294041000119107","Flaccid hemiplegia of left dominant side (disorder)"
"292861000119106","Lacunar ataxic hemiparesis of left dominant side (disorder)"
"292851000119109","Lacunar ataxic hemiparesis of right dominant side (disorder)"
"291121000119103","Monoplegia of upper limb due to and following cerebrovascular accident (disorder)"
"291111000119105","Monoplegia of right nondominant upper limb due to and following cerebrovascular accident (disorder)"
"291091000119102","Monoplegia of left nondominant upper limb due to and following cerebrovascular accident (disorder)"
"290931000119108","Monoplegia of lower limb due to and following cerebrovascular accident (disorder)"
"290491000119102","Spastic hemiplegia of right nondominant side (disorder)"
"290481000119100","Spastic hemiplegia of right dominant side (disorder)"
"290471000119103","Spastic hemiplegia of left nondominant side (disorder)"
"290461000119109","Spastic hemiplegia of left dominant side (disorder)"
"290411000119106","Incomplete paraplegia (disorder)"
"290401000119108","Complete paraplegia (disorder)"
"290341000119103","Monoplegia of right nondominant lower limb (disorder)"
"290331000119107","Monoplegia of right dominant lower limb (disorder)"
"290321000119109","Monoplegia of left nondominant lower limb (disorder)"
"290311000119102","Monoplegia of left dominant lower limb (disorder)"
"140281000119108","Hemiparesis as late effect of cerebrovascular disease (disorder)"
"103761000119107","Paralytic syndrome of all four limbs as sequela of stroke (disorder)"
"102831000119104","Paralytic syndrome of both lower limbs as sequela of stroke (disorder)"
"97391000119102","Paraplegia with neurogenic bladder (disorder)"
"97381000119100","Neurogenic bladder due to quadriplegia (disorder)"
"48601000119107","Paralytic syndrome on one side of the body as effect of cerebrovascular accident (disorder)"
"29951000119107","Ataxic hemiparesis (disorder)"
"22881000119100","Quadriplegia with quadriparesis (disorder)"
"18761000119108","Monoplegia of arm dominant side as sequela of cerebrovascular disease (disorder)"
"18751000119106","Monoplegia of leg dominant side as sequela of cerebrovascular disease (disorder)"
"361000119103","Paralytic syndrome on one side of the body as late effect of cerebrovascular accident (disorder)"
"860881004","Flaccid diplegia of lower extremities (disorder)"
"785809005","Mills syndrome (disorder)"
"763403007","Spastic paraplegia, facial cutaneous lesion syndrome (disorder)"
"763402002","Spastic paraplegia, neuropathy, poikiloderma syndrome (disorder)"
"733650000","Adult familial nephronophthisis with spastic quadriparesia syndrome (disorder)"
"723621000","Spastic tetraplegia, retinitis pigmentosa, intellectual disability syndrome (disorder)"
"723162005","Spastic monoplegia of lower limb (disorder)"
"723161003","Flaccid monoplegia of lower limb (disorder)"
"723160002","Spastic monoplegia of upper limb (disorder)"
"723159007","Flaccid monoplegia of upper limb (disorder)"
"723158004","Diplegia of lower limbs (disorder)"
"723157009","Spastic diplegia of upper limbs (disorder)"
"723156000","Flaccid diplegia of upper limbs (disorder)"
"722209002","Spastic paraplegia, intellectual disability, palmoplantar hyperkeratosis syndrome (disorder)"
"722033000","Macrocephaly, short stature, paraplegia syndrome (disorder)"
"721528005","Brown-Séquard syndrome at fifth lumbar level (disorder)"
"721527000","Brown-Séquard syndrome at fourth lumbar level (disorder)"
"721526009","Brown-Séquard syndrome at third lumbar level (disorder)"
"721525008","Brown-Séquard syndrome at second lumbar level (disorder)"
"721524007","Brown-Séquard syndrome at first lumbar level (disorder)"
"721523001","Brown-Séquard syndrome of lumbar spinal cord (disorder)"
"721493009","Brown-Séquard syndrome at twelfth thoracic level (disorder)"
"721492004","Brown-Séquard syndrome at eleventh thoracic level (disorder)"
"721491006","Brown-Séquard syndrome at tenth thoracic level (disorder)"
"721490007","Brown-Séquard syndrome at ninth thoracic level (disorder)"
"721489003","Brown-Séquard syndrome at eighth thoracic level (disorder)"
"721488006","Brown-Séquard syndrome at seventh thoracic level (disorder)"
"721487001","Brown-Séquard syndrome at sixth thoracic level (disorder)"
"721486005","Brown-Séquard syndrome at fifth thoracic level (disorder)"
"721485009","Brown-Séquard syndrome at fourth thoracic level (disorder)"
"721484008","Brown-Séquard syndrome at third thoracic level (disorder)"
"721483002","Brown-Séquard syndrome at second thoracic level (disorder)"
"721482007","Brown-Séquard syndrome at first thoracic level (disorder)"
"721481000","Brown-Séquard syndrome of thoracic spinal cord (disorder)"
"721406008","Brown-Sequard syndrome at eighth cervical level (disorder)"
"721405007","Brown-Sequard syndrome at seventh cervical level (disorder)"
"721404006","Brown-Sequard syndrome at sixth cervical level (disorder)"
"721403000","Brown-Sequard syndrome at fifth cervical level (disorder)"
"721402005","Brown-Sequard syndrome at fourth cervical level (disorder)"
"721401003","Brown-Sequard syndrome at third cervical level (disorder)"
"721400002","Brown-Sequard syndrome at second cervical level (disorder)"
"721399009","Brown-Sequard syndrome at first cervical level (disorder)"
"721398001","Brown-Sequard syndrome of cervical spinal cord (disorder)"
"716335003","Congenital suprabulbar paresis (disorder)"
"702465003","Paralytic syndrome on both sides of the body (disorder)"
"702464004","Paralytic syndrome of three limbs (disorder)"
"702463005","Paralytic syndrome of two limbs (disorder)"
"702321005","Pentaplegic cerebral palsy (disorder)"
"702320006","Triplegic cerebral palsy (disorder)"
"702319000","Bilateral cerebral palsy (disorder)"
"702318008","Mixed cerebral palsy (disorder)"
"702317003","Chorea-athetoid cerebral palsy (disorder)"
"702316007","Choreic cerebral palsy (disorder)"
"702315006","Dystonic cerebral palsy (disorder)"
"702314005","Non-spastic cerebral palsy (disorder)"
"698755001","Acute paralysis due to lesion of spinal cord (disorder)"
"698754002","Chronic paralysis due to lesion of spinal cord (disorder)"
