"code","description"
"D86","Sarcoidosis"
"D860","Sarcoidosis of lung"
"D861","Sarcoidosis of lymph nodes"
"D862","Sarcoidosis of lung with sarcoidosis of lymph nodes"
"D863","Sarcoidosis of skin"
"D868","Sarcoidosis of other and combined sites"
"D869","Sarcoidosis, unspecified"
"D891","Cryoglobulinaemia"
"L93","Lupus erythematosus"
"L930","Discoid lupus erythematosus"
"L931","Subacute cutaneous lupus erythematosus"
"L932","Other local lupus erythematosus"
"L95","Vasculitis limited to skin, not elsewhere classified"
"L950","Livedoid vasculitis"
"L951","Erythema elevatum diutinum"
"L958","Other vasculitis limited to skin"
"L959","Vasculitis limited to skin, unspecified"
"L985","Mucinosis of skin"
"L990","Amyloidosis of skin"
"M011","Tuberculous arthritis"
"M036","Reactive arthropathy in other diseases classified elsewhere"
"M05","Seropositive rheumatoid arthritis"
"M050","Felty syndrome"
"M051","Seropositive rheumatoid arthritis: Rheumatoid lung disease"
"M052","Rheumatoid vasculitis"
"M053","Rheumatoid arthritis with involvement of other organs and systems"
"M058","Other seropositive rheumatoid arthritis"
"M059","Seropositive rheumatoid arthritis, unspecified"
"M06","Other rheumatoid arthritis"
"M060","Seronegative rheumatoid arthritis"
"M061","Adult-onset Still disease"
"M062","Rheumatoid bursitis"
"M063","Rheumatoid nodule"
"M064","Inflammatory polyarthropathy"
"M068","Other specified rheumatoid arthritis"
"M069","Rheumatoid arthritis, unspecified"
"M07","Psoriatic and enteropathic arthropathies"
"M070","Distal interphalangeal psoriatic arthropathy"
"M071","Arthritis mutilans"
"M072","Psoriatic spondylitis"
"M073","Other psoriatic arthropathies"
"M074","Arthropathy in Crohn disease [regional enteritis]"
"M075","Arthropathy in ulcerative colitis"
"M076","Other enteropathic arthropathies"
"M08","Juvenile arthritis"
"M080","Juvenile rheumatoid arthritis"
"M081","Juvenile ankylosing spondylitis"
"M082","Juvenile arthritis with systemic onset"
"M083","Juvenile polyarthritis (seronegative)"
"M084","Pauciarticular juvenile arthritis"
"M088","Other juvenile arthritis"
"M089","Juvenile arthritis, unspecified"
"M09","Juvenile arthritis in diseases classified elsewhere"
"M090","Juvenile arthritis in psoriasis"
"M091","Juvenile arthritis in Crohn disease [regional enteritis]"
"M092","Juvenile arthritis in ulcerative colitis"
