"code","description"
"367121000119101","Congenital prolapse of urinary meatus (disorder)"
"367101000119105","Congenital malformation of bladder and urethra (disorder)"
"94181000119108","Congenital duplication of renal collecting system without obstruction (disorder)"
"76401000119105","Congenital anomaly of ureter and renal pelvis (disorder)"
"13491000119101","Vesicoureteric reflux due to duplicated collecting system (disorder)"
"11991000119105","Urinary tract obstruction due to duplicated collecting system (disorder)"
"840490005","Congenital refluxing megaureter (disorder)"
"782942003","Renal caliceal diverticuli and deafness syndrome (disorder)"
"765331004","Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis (disorder)"
"765330003","Autosomal dominant polycystic kidney disease (disorder)"
"733650000","Adult familial nephronophthisis with spastic quadriparesia syndrome (disorder)"
"726018006","Autosomal dominant tubulointerstitial kidney disease (disorder)"
"726017001","Mucin 1 related autosomal dominant tubulointerstitial kidney disease (disorder)"
"725905005","Infundibulopelvic stenosis multicystic kidney syndrome (disorder)"
"724469003","Congenital secondary hydronephrosis (disorder)"
"724094005","Neonatal diabetes, congenital hypothyroidism, congenital glaucoma, hepatic fibrosis, polycystic kidney syndrome (disorder)"
"723999009","Retinitis pigmentosa, hypopituitarism, nephronophthisis, skeletal dysplasia syndrome (disorder)"
"723373006","Uromodulin related autosomal dominant tubulointerstitial kidney disease (disorder)"
"721168004","Hydronephrosis due to congenital ureteropelvic junction obstruction (disorder)"
"718485003","Congenital dilatation of ureter (disorder)"
"717759001","Congenital absence of bladder and urethra (disorder)"
"717758009","Congenital atresia and stenosis of ureter (disorder)"
"717757004","Partial duplication of urethra (disorder)"
"717756008","Complete duplication of urethra (disorder)"
"717755007","Fetal lower urinary tract obstruction due to anterior urethral valve (disorder)"
"717754006","Fetal lower urinary tract obstruction due to posterior urethral valve (disorder)"
"717753000","Fetal lower urinary tract obstruction due to atresia of urethra (disorder)"
"717752005","Fetal lower urinary tract obstruction (disorder)"
"717750002","Bilateral congenital primary hydronephrosis (disorder)"
"717748005","Bilateral medullary sponge kidney (disorder)"
"717459000","Congenital primary megaureter (disorder)"
"717187000","Nephronophthisis hepatic fibrosis syndrome (disorder)"
"715989002","Congenital cataract with intellectual disability and anal atresia and urinary defect syndrome (disorder)"
"708059004","Atresia of penile urethra (disorder)"
"707770004","Congenital duplication of renal collecting system (disorder)"
"702397002","Renal tubular dysgenesis (disorder)"
"472823003","Cecoureterocele (disorder)"
"451030007","Urachal sinus (disorder)"
"447335007","Nephronophthisis type 6 (disorder)"
"446991001","Nephronophthisis type 5 (disorder)"
"446989009","Nephronophthisis type 4 (disorder)"
"446449009","Renal coloboma syndrome (disorder)"
"444830001","Juvenile nephronophthisis (disorder)"
"444749006","Adolescent nephronophthisis (disorder)"
"444558002","Infantile nephronophthisis (disorder)"
"430031008","Fetal hydronephrosis (disorder)"
"406477003","Epispadias, male (disorder)"
"406476007","Epispadias (disorder)"
"398320008","Fistula of urachus (disorder)"
"398316009","Patent urachus (disorder)"
"373586005","Congenital urinary meatus obstruction (disorder)"
"373585009","Congenital ureterovesical obstruction (disorder)"
"373584008","Congenital pelviureteric junction obstruction (disorder)"
"373583002","Congenital obstructive megaureter (disorder)"
"361147005","Congenital hypoplasia of renal papilla (disorder)"
"361146001","Congenital small renal papilla (disorder)"
"300451002","Ureter absent (finding)"
"297163001","Congenital urethral valve (disorder)"
"278531007","Congenital hydrocalicosis (disorder)"
"275407001","Double kidney with double pelvis (disorder)"
"270910001","Medullary cystic disease, adult type (disorder)"
"270517006","Triple kidney with triple pelvis (disorder)"
"268237006","Congenital urethral valvular stricture (disorder)"
"268236002","Congenital bladder neck stenosis (disorder)"
"268234004","Fibrocystic kidney disease (disorder)"
"268232000","Bilateral renal hypoplasia (disorder)"
"264918004","Lower moiety ureter of duplex kidney (disorder)"
"264917009","Upper moiety ureter of duplex kidney (disorder)"
"253909006","Congenital gastrointestinal-urinary tract fistula (disorder)"
"253907008","Congenital anterior urethral valve (disorder)"
"253906004","Congenital urethral syringocele (disorder)"
"253905000","Megalourethra (disorder)"
"253904001","Megacystis-megaureter syndrome (disorder)"
"253903007","Congenital short urethra (disorder)"
"253902002","Atresia of urethra (disorder)"
"253901009","Congenital urethral posterior valvular stricture (disorder)"
"253900005","Congenital posterior urethral valves (disorder)"
"253899000","Urachal diverticulum (disorder)"
"253894005","Ectopic ureterocele (disorder)"
"253893004","Congenital polyp of ureter (disorder)"
"253892009","Congenital diverticulum of ureter (disorder)"
"253891002","Transcaval ureter (disorder)"
"253890001","Crossed ectopic ureter (disorder)"
"253888002","Triplex ureter (disorder)"
"253887007","Congenital ureteric valves (disorder)"
"253886003","Congenital obstructive defect of renal pelvis (disorder)"
"253885004","Medullary sponge kidney without nephrocalcinosis (disorder)"
"253884000","Medullary sponge kidney with nephrocalcinosis (disorder)"
"253882001","Nephronophthisis - medullary cystic disease (disorder)"
"253881008","Cortical cystic disease (disorder)"
"253880009","Autosomal dominant polycystic kidney disease in childhood (disorder)"
"253879006","Adult type polycystic kidney disease type 2 (disorder)"
"253878003","Adult type polycystic kidney disease type 1 (disorder)"
"253876004","Fibrocystic renal degeneration (disorder)"
"253875000","Congenital calyceal diverticulum (disorder)"
"253872002","Bifid kidney (disorder)"
"253869009","Cake kidney (disorder)"
"253867006","Thoracic kidney (disorder)"
"253866002","Crossed ectopia of kidney with fusion anomaly (disorder)"
"253865003","Crossed ectopia of kidney, without fusion (disorder)"
"253864004","Familial hypoplastic, glomerulocystic kidney (disorder)"
"253862000","Trifid kidney (disorder)"
"253860008","Pyelon triplex (disorder)"
"253859003","Congenital malformation of the urinary system (disorder)"
"236443009","Medullary sponge kidney (disorder)"
"205027003","Hypospadias, female (disorder)"
"205026007","Epispadias, female (disorder)"
"205024005","Congenital hourglass bladder (disorder)"
"205023004","Congenital prolapse of bladder mucosa (disorder)"
"205022009","Congenital bladder hernia (disorder)"
"205016000","Malformation of urachus (disorder)"
"205003000","Atresia of anterior urethra (disorder)"
"204999002","Atresia of bladder neck (disorder)"
"204998005","Urethra and bladder neck atresia and stenosis (disorder)"
"204991004","Deviation of ureter (disorder)"
"204984002","Fusion of kidneys (disorder)"
"204974003","Impervious ureter (disorder)"
"204973009","Simple ureterocele (disorder)"
"204967008","Renal pelvis and ureter obstructive defects (disorder)"
"204958008","Nephronophthisis (disorder)"
"204957003","Medullary cystic disease (disorder)"
"204942005","Renal agenesis (disorder)"
"204941003","Congenital renal atrophy (disorder)"
"204938007","Renal agenesis and dysgenesis (disorder)"
"204886001","Hypospadias and epispadias (disorder)"
"118642009","Congenital anomaly of the urinary tract proper (disorder)"
"95233002","Retrocaval ureter (disorder)"
"93290000","Congenital hypoplasia of renal pelvis (disorder)"
"93245009","Congenital hypoplasia of bladder (disorder)"
"93052002","Congenital dilatation of bladder (disorder)"
"93046003","Congenital cyst of bladder (disorder)"
"93044000","Congenital convoluted ureter (disorder)"
"92975004","Congenital absence of renal papilla (disorder)"
"92921005","Congenital abnormal shape of kidney (disorder)"
"91210006","Congenital anourethral fistula (disorder)"
"88102009","Nodular renal blastema (disorder)"
"87093008","Congenital urethrorectal fistula (disorder)"
"85901000","Megacalycosis (disorder)"
"82635007","Accessory urethra (disorder)"
"81107006","Congenital diverticulum of bladder (disorder)"
"80797002","Congenital stricture of vesicourethral orifice (disorder)"
"79788002","Atresia of urinary meatus (disorder)"
"77761000","Congenital absence of ureter (disorder)"
"74919005","Congenital stricture of ureter (disorder)"
"74594005","Crossed renal ectopia (disorder)"
"70943004","Allemann's syndrome (disorder)"
"69015003","Double urethra (disorder)"
"64727007","Accessory ureter (disorder)"
"64283009","Congenital rectovesical fistula (disorder)"
"62500006","Accessory bladder (disorder)"
"61852001","Ask-Upmark kidney (disorder)"
"61758007","Exstrophy of bladder sequence (disorder)"
"59758007","Trifid pelvis of kidney (disorder)"
"57088004","Microcystic renal disease (disorder)"
"56108007","Congenital pelvic kidney (disorder)"
"55536001","Congenital malposition of kidney (disorder)"
"54967001","Double kidney (disorder)"
"51794008","Congenital anomaly of ureter (disorder)"
"50986000","Congenital fistula of urachus (disorder)"
"49534003","Congenital atresia of ureter (disorder)"
"49496001","Double ureter (disorder)"
"49008000","Malrotation of kidney (disorder)"
"48980001","Congenital obstruction of urethra (disorder)"
"48337000","Congenital stricture of urinary meatus (disorder)"
"48061001","Congenital calculus of kidney (disorder)"
"46284005","Congenital obstruction of bladder neck (disorder)"
"44796002","Ectopic ureter (disorder)"
"44513007","Congenital anomaly of the kidney (disorder)"
"41962002","Oligohydramnios sequence (disorder)"
"41729002","Horseshoe kidney (disorder)"
"37939008","Congenital anomaly of the bladder (disorder)"
"36775008","Displaced ureteric orifice (disorder)"
"32659003","Congenital hypoplasia of kidney (disorder)"
"31915006","Congenital deviation of ureter (disorder)"
"31290005","Congenital hydroureter (disorder)"
"30275001","Accessory kidney (disorder)"
"28770003","Polycystic kidney disease, infantile type (disorder)"
"24814002","Potter's facies (disorder)"
"23402009","Congenital stricture of ureterovesical orifice (disorder)"
"22421007","Congenital absence of bladder (disorder)"
"20815007","Exstrophy of cloaca sequence (disorder)"
"19042000","Congenital prolapse of urethra (disorder)"
"18417009","Oligomeganephronic hypoplasia of kidney (disorder)"
"18241005","Early urethral obstruction sequence (disorder)"
"17234001","Allantoic cyst (disorder)"
"16619007","Congenital occlusion of ureter (disorder)"
"16507009","Ectopic kidney (disorder)"
"16297002","Congenital hydronephrosis (disorder)"
"14365001","Congenital prolapse of bladder (disorder)"
"14178006","Double renal pelvis (disorder)"
"13806003","Congenital anomaly of urethra (disorder)"
"13671009","Congenital stricture of urethra (disorder)"
"13530005","Congenital lobulation of kidney (disorder)"
"12897005","Congenital stricture of ureteropelvic junction (disorder)"
"7601009","Double urinary meatus (disorder)"
"5397007","Congenital anomaly of renal pelvis (disorder)"
"1922008","Congenital absence of urethra (disorder)"
