"code","description"
"Q90","Down syndrome"
"Q900","Trisomy 21, meiotic nondisjunction"
"Q901","Trisomy 21, mosaicism (mitotic nondisjunction)"
"Q902","Trisomy 21, translocation"
"Q909","Down syndrome, unspecified"
"Q91","Edwards syndrome and Patau syndrome"
"Q910","Trisomy 18, meiotic nondisjunction"
"Q911","Trisomy 18, mosaicism (mitotic nondisjunction)"
"Q912","Trisomy 18, translocation"
"Q913","Edwards syndrome, unspecified"
"Q914","Trisomy 13, meiotic nondisjunction"
"Q915","Trisomy 13, mosaicism (mitotic nondisjunction)"
"Q916","Trisomy 13, translocation"
"Q917","Patau syndrome, unspecified"
"Q92","Other trisomies and partial trisomies of the autosomes, not elsewhere classified"
"Q920","Whole chromosome trisomy, meiotic nondisjunction"
"Q921","Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"
"Q922","Major partial trisomy"
"Q923","Minor partial trisomy"
"Q924","Duplications seen only at prometaphase"
"Q925","Duplications with other complex rearrangements"
"Q926","Extra marker chromosomes"
"Q927","Other specified trisomies and partial trisomies of autosomes"
"Q928","Trisomy and partial trisomy of autosomes, unspecified"
"Q929","Trisomy and partial trisomy of autosomes, unspecified"
"Q93","Monosomies and deletions from the autosomes, not elsewhere classified"
"Q930","Whole chromosome monosomy, meiotic nondisjunction"
"Q931","Whole chromosome monosomy, mosaicism (mitotic nondisjunction)"
"Q932","Chromosome replaced with ring or dicentric"
"Q933","Deletion of short arm of chromosome 4"
"Q934","Deletion of short arm of chromosome 5"
"Q935","Other deletions of part of a chromosome"
"Q936","Deletions seen only at prometaphase"
"Q937","Deletions with other complex rearrangements"
"Q938","Other deletions from the autosomes"
"Q939","Deletion from autosomes, unspecified"
"Q952","Balanced autosomal rearrangement in abnormal individual"
"Q96","Turner syndrome"
"Q960","Karyotype 45,X"
"Q961","Karyotype 46,X iso (Xq)"
"Q962","Karyotype 46,X with abnormal sex chromosome, except iso (Xq)"
"Q963","Mosaicism, 45,X/46,XX or XY"
"Q964","Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome"
"Q968","Other variants of Turner syndrome"
"Q969","Turner syndrome, unspecified"
"Q97","Other sex chromosome abnormalities, female phenotype, not elsewhere classified"
"Q970","Karyotype 47,XXX"
"Q971","Female with more than three X chromosomes"
"Q972","Mosaicism, lines with various numbers of X chromosomes"
"Q973","Female with 46,XY karyotype"
"Q978","Other specified sex chromosome abnormalities, female phenotype"
"Q979","Sex chromosome abnormality, female phenotype, unspecified"
"Q980","Klinefelter syndrome karyotype 47,XXY"
"Q99","Other chromosome abnormalities, not elsewhere classified"
"Q990","Chimera 46,XX/46,XY"
"Q991","46,XX true hermaphrodite"
"Q992","Fragile X chromosome"
"Q998","Other specified chromosome abnormalities"
"Q999","Chromosomal abnormality, unspecified"
"Q87","Other specified congenital malformation syndromes affecting multiple systems"
"Q870","Congenital malformation syndromes predominantly affecting facial appearance"
"Q871","Congenital malformation syndromes predominantly associated with short stature"
"Q872","Congenital malformation syndromes predominantly involving limbs"
"Q873","Congenital malformation syndromes involving early overgrowth"
"Q874","Marfan syndrome"
"Q875","Other congenital malformation syndromes with other skeletal changes"
"Q878","Other specified congenital malformation syndromes, not elsewhere classified"
"Q878","Other+B28 specified congenital malformation syndromes, not elsewhere classified"
