"code","description"
"G80","Cerebral palsy"
"G800","Spastic quadriplegic cerebral palsy"
"G801","Spastic diplegic cerebral palsy"
"G802","Spastic hemiplegic cerebral palsy"
"G803","Dyskinetic cerebral palsy"
"G804","Ataxic cerebral palsy"
"G808","Other cerebral palsy"
"G809","Cerebral palsy, unspecified"
"G81","Hemiplegia"
"G810","Flaccid hemiplegia"
"G811","Spastic hemiplegia"
"G819","Hemiplegia, unspecified"
"G82","Paraplegia and tetraplegia"
"G820","Flaccid paraplegia"
"G821","Spastic paraplegia"
"G822","Paraplegia, unspecified"
"G823","Flaccid tetraplegia"
"G824","Spastic tetraplegia"
"G825","Tetraplegia, unspecified"
"G83","Other paralytic syndromes"
"G830","Diplegia of upper limbs"
"G831","Monoplegia of lower limb"
"G832","Monoplegia of upper limb"
"G833","Monoplegia, unspecified"
"G834","Cauda equina syndrome"
"G835","Locked-in syndrome"
"G836","Upper motor neuron facial paralysis"
"G838","Other specified paralytic syndromes"
"G839","Paralytic syndrome, unspecified"
