"code","description"
"E00","Congenital iodine-deficiency syndrome"
"E000","Congenital iodine-deficiency syndrome, neurological type"
"E001","Congenital iodine-deficiency syndrome, myxoedematous type"
"E002","Congenital iodine-deficiency syndrome, mixed type"
"E009","Congenital iodine-deficiency syndrome, unspecified"
"E030","Congenital hypothyroidism with diffuse goitre"
"E031","Congenital hypothyroidism without goitre"
"E071","Dyshormogenetic goitre"
"E220","Acromegaly and pituitary gigantism"
"E230","Hypopituitarism"
"E244","Alcohol-induced pseudo-Cushing syndrome"
"E25","Adrenogenital disorders"
"E250","Congenital adrenogenital disorders associated with enzyme deficiency"
"E258","Other adrenogenital disorders"
"E259","Adrenogenital disorder, unspecified"
"E268","Other hyperaldosteronism"
"E271","Primary adrenocortical insufficiency"
"E274","Other and unspecified adrenocortical insufficiency"
"E291","Testicular hypofunction"
"E31","Polyglandular dysfunction"
"E310","Autoimmune polyglandular failure"
"E311","Polyglandular hyperfunction"
"E318","Other polyglandular dysfunction"
"E319","Polyglandular dysfunction, unspecified"
"E340","Carcinoid syndrome"
"E341","Other hypersecretion of intestinal hormones"
"E342","Ectopic hormone secretion, not elsewhere classified"
"E345","Androgen resistance syndrome"
"E348","Other specified endocrine disorders"
"E350","Disorders of thyroid gland in diseases classified elsewhere"
"E272","Addisonian crisis"
"E833","Disorders of phosphorus metabolism and phosphatases"
"E835","Disorders of calcium metabolism"
