"code","description"
"K20","Oesophagitis"
"K210","Gastro-oesophageal reflux disease with oesophagitis"
"K22","Other diseases of oesophagus"
"K220","Achalasia of cardia"
"K221","Ulcer of oesophagus"
"K222","Oesophageal obstruction"
"K223","Perforation of oesophagus"
"K224","Dyskinesia of oesophagus"
"K225","Diverticulum of oesophagus, acquired"
"K226","Gastro-oesophageal laceration-haemorrhage syndrome"
"K227","Barrett oesophagus"
"K228","Other specified diseases of oesophagus"
"K229","Disease of oesophagus, unspecified"
"K23","Disorders of oesophagus in diseases classified elsewhere"
"K231","Megaoesophagus in Chagas disease"
"K238","Disorders of oesophagus in other diseases classified elsewhere"
"K25","Gastric ulcer"
"K26","Duodenal ulcer"
"K27","Peptic ulcer, site unspecified"
"K28","Gastrojejunal ulcer"
"K290","Acute haemorrhagic gastritis"
"K292","Alcoholic gastritis"
"K293","Chronic superficial gastritis"
"K294","Chronic atrophic gastritis"
"K295","Chronic gastritis, unspecified"
"K296","Other gastritis"
"K297","Gastritis, unspecified"
"K298","Duodenitis"
"K299","Gastroduodenitis, unspecified"
"K311","Adult hypertrophic pyloric stenosis"
"K312","Hourglass stricture and stenosis of stomach"
"K313","Pylorospasm, not elsewhere classified"
"K314","Gastric diverticulum"
"K315","Obstruction of duodenum"
"K316","Fistula of stomach and duodenum"
"K317","Polyp of stomach and duodenum"
"K318","Other specified diseases of stomach and duodenum"
"K319","Disease of stomach and duodenum, unspecified"
"K50","Crohn disease [regional enteritis]"
"K500","Crohn disease of small intestine"
"K501","Crohn disease of large intestine"
"K508","Other Crohn disease"
"K509","Crohn disease, unspecified"
"K51","Ulcerative colitis"
"K510","Ulcerative (chronic) pancolitis"
"K512","Ulcerative (chronic) proctitis"
"K513","Ulcerative (chronic) rectosigmoiditis"
"K514","Inflammatory polyps"
"K515","Left sided colitis"
"K518","Other ulcerative colitis"
"K519","Ulcerative colitis, unspecified"
"K520","Gastroenteritis and colitis due to radiation"
"K522","Allergic and dietetic gastroenteritis and colitis"
"K523","Indeterminate colitis"
"K528","Other specified noninfective gastroenteritis and colitis"
"K529","Noninfective gastroenteritis and colitis, unspecified"
"K55","Vascular disorders of intestine"
"K550","Acute vascular disorders of intestine"
"K551","Chronic vascular disorders of intestine"
"K552","Angiodysplasia of colon"
"K553","Angiodysplasia of small intestine"
"K558","Other vascular disorders of intestine"
"K559","Vascular disorder of intestine, unspecified"
"D57","Diverticular disease of intestine"
"K570","Diverticular disease of small intestine with perforation and abscess"
"K571","Diverticular disease of small intestine without perforation or abscess"
"K572","Diverticular disease of large intestine with perforation and abscess"
"K573","Diverticular disease of large intestine without perforation or abscess"
"K574","Diverticular disease of both small and large intestine with perforation and abscess"
"K575","Diverticular disease of both small and large intestine without perforation or abscess"
"K578","Diverticular disease of intestine, part unspecified, with perforation and abscess"
"K579","Diverticular disease of intestine, part unspecified, without perforation or abscess"
"K592","Neurogenic bowel, not elsewhere classified"
"K630","Abscess of intestine"
"K631","Perforation of intestine (nontraumatic)"
"K632","Fistula of intestine"
"K633","Ulcer of intestine"
"K661","Haemoperitoneum"
"K668","Other specified disorders of peritoneum"
"K669","Disorder of peritoneum, unspecified"
"K70","Alcoholic liver disease"
"K700","Alcoholic fatty liver"
"K701","Alcoholic hepatitis"
"K702","Alcoholic fibrosis and sclerosis of liver"
"K703","Alcoholic cirrhosis of liver"
"K704","Alcoholic hepatic failure"
"K709","Alcoholic liver disease, unspecified"
"K72","Hepatic failure, not elsewhere classified"
"K720","Acute and subacute hepatic failure"
"K721","Chronic hepatic failure"
"K729","Hepatic failure, unspecified"
"K73","Chronic hepatitis, not elsewhere classified"
"K730","Chronic persistent hepatitis, not elsewhere classified"
"K731","Chronic lobular hepatitis, not elsewhere classified"
"K732","Chronic active hepatitis, not elsewhere classified"
"K738","Other chronic hepatitis, not elsewhere classified"
"K739","Chronic hepatitis, unspecified"
"K74","Fibrosis and cirrhosis of liver"
"K740","Hepatic fibrosis"
"K741","Hepatic sclerosis"
"K742","Hepatic fibrosis with hepatic sclerosis"
"K743","Primary biliary cirrhosis"
"K744","Secondary biliary cirrhosis"
"K745","Biliary cirrhosis, unspecified"
"K746","Other and unspecified cirrhosis of liver"
"K751","Phlebitis of portal vein"
"K752","Nonspecific reactive hepatitis"
"K753","Granulomatous hepatitis, not elsewhere classified"
"K754","Autoimmune hepatitis"
"K758","Other specified inflammatory liver diseases"
"K759","Inflammatory liver disease, unspecified"
"K760","Fatty (change of) liver, not elsewhere classified"
"K761","Chronic passive congestion of liver"
"K762","Central haemorrhagic necrosis of liver"
"K763","Infarction of liver"
"K764","Peliosis hepatis"
"K765","Hepatic veno-occlusive disease"
"K766","Portal hypertension"
"K767","Hepatorenal syndrome"
"K769","Liver disease, unspecified"
"K80","Cholelithiasis"
"K800","Calculus of gallbladder with acute cholecystitis"
"K801","Calculus of gallbladder with other cholecystitis"
"K802","Calculus of gallbladder without cholecystitis"
"K803","Calculus of bile duct with cholangitis"
"K804","Calculus of bile duct with cholecystitis"
"K805","Calculus of bile duct without cholangitis or cholecystitis"
"K808","Other cholelithiasis"
"K81","Cholecystitis"
"K810","Acute cholecystitis"
"K811","Chronic cholecystitis"
"K818","Other cholecystitis"
"K819","Cholecystitis, unspecified"
"K82","Other diseases of gallbladder"
"K820","Obstruction of gallbladder"
"K821","Hydrops of gallbladder"
"K822","Perforation of gallbladder"
"K823","Fistula of gallbladder"
"K824","Cholesterolosis of gallbladder"
"K828","Other specified diseases of gallbladder"
"K829","Disease of gallbladder, unspecified"
"K83","Other diseases of biliary tract"
"K830","Cholangitis"
"K831","Obstruction of bile duct"
"K832","Perforation of bile duct"
"K833","Fistula of bile duct"
"K834","Spasm of sphincter of Oddi"
"K835","Biliary cyst"
"K838","Other specified diseases of biliary tract"
"K839","Disease of biliary tract, unspecified"
"K85","Acute pancreatitis"
"K850","Idiopathic acute pancreatitis"
"K851","Biliary acute pancreatitis"
"K858","Other acute pancreatitis"
"K859","Acute pancreatitis, unspecified"
"K86","Other diseases of pancreas"
"K860","Alcohol-induced chronic pancreatitis"
"K861","Other chronic pancreatitis"
"K862","Cyst of pancreas"
"K863","Pseudocyst of pancreas"
"K868","Other specified diseases of pancreas"
"K869","Disease of pancreas, unspecified"
"K870","Disorders of gallbladder and biliary tract in diseases classified elsewhere"
"K90","Intestinal malabsorption"
"K900","Coeliac disease"
"K901","Tropical sprue"
"K902","Blind loop syndrome, not elsewhere classified"
"K903","Pancreatic steatorrhoea"
"K904","Malabsorption due to intolerance, not elsewhere classified"
"K908","Other intestinal malabsorption"
"K931","Megacolon in Chagas disease"
"Q390","Atresia of oesophagus without fistula"
"Q391","Atresia of oesophagus with tracheo-oesophageal fistula"
"Q392","Congenital tracheo-oesophageal fistula without atresia"
"Q393","Congenital stenosis and stricture of oesophagus"
"Q394","Oesophageal web"
"Q395","Congenital dilatation of oesophagus"
"Q396","Diverticulum of oesophagus"
"Q398","Other congenital malformations of oesophagus"
"Q399","Congenital malformation of oesophagus, unspecified"
"Q402","Other specified congenital malformations of stomach"
"Q403","Congenital malformation of stomach, unspecified"
"Q408","Other specified congenital malformations of upper alimentary tract"
"Q41","Congenital absence, atresia and stenosis of small intestine"
"Q410","Congenital absence, atresia and stenosis of duodenum"
"Q411","Congenital absence, atresia and stenosis of jejunum"
"Q412","Congenital absence, atresia and stenosis of ileum"
"Q418","Congenital absence, atresia and stenosis of other specified parts of small intestine"
"Q419","Congenital absence, atresia and stenosis of small intestine, part unspecified"
"Q420","Congenital absence, atresia and stenosis of rectum with fistula"
"Q42","Congenital absence, atresia and stenosis of large intestine"
"Q421","Congenital absence, atresia and stenosis of rectum without fistula"
"Q422","Congenital absence, atresia and stenosis of anus with fistula"
"Q423","Congenital absence, atresia and stenosis of anus without fistula"
"Q428","Congenital absence, atresia and stenosis of other parts of large intestine"
"Q429","Congenital absence, atresia and stenosis of large intestine, part unspecified"
"Q431","Hirschsprung disease"
"Q433","Congenital malformations of intestinal fixation"
"Q434","Duplication of intestine"
"Q435","Ectopic anus"
"Q436","Congenital fistula of rectum and anus"
"Q437","Persistent cloaca"
"Q439","Congenital malformation of intestine, unspecified"
"Q44","Congenital malformations of gallbladder, bile ducts and liver"
"Q440","Agenesis, aplasia and hypoplasia of gallbladder"
"Q441","Other congenital malformations of gallbladder"
"Q442","Atresia of bile ducts"
"Q443","Congenital stenosis and stricture of bile ducts"
"Q444","Choledochal cyst"
"Q445","Other congenital malformations of bile ducts"
"Q446","Cystic disease of liver"
"Q447","Other congenital malformations of liver"
"Q45","Other congenital malformations of digestive system"
