"code","description"
"16058871000119104","Transplant failure of cornea of left eye (disorder)"
"16058831000119102","Transplant rejection of cornea of right eye (disorder)"
"16058711000119104","Transplant failure of cornea of right eye (disorder)"
"16058671000119103","Transplant rejection of cornea of left eye (disorder)"
"15651431000119103","History of Descemet's membrane endothelial keratoplasty (situation)"
"293711000119108","History of islet cell transplant (situation)"
"153351000119102","History of peripheral stem cell transplant (situation)"
"152621000119105","History of allotransplantation of bone marrow (situation)"
"137461000119101","History of allotransplantation of meniscus (situation)"
"122491000119108","Lymphoproliferative disorder after transplantation of bone marrow (disorder)"
"121131000119109","Chronic graft versus host disease after transplantation of bone marrow (disorder)"
"108631000119101","History of autologous bone marrow transplant (situation)"
"87331000119102","History of hair transplant (situation)"
"86011000119108","History of penetrating keratoplasty (situation)"
"2631000119108","History of bone marrow transplant (situation)"
"871633002","Ulcer of intestine due to graft-versus-host disease (disorder)"
"870351002","Non-infective enteritis due to graft-versus-host disease (disorder)"
"846606007","Graft versus host disease of liver (disorder)"
"792842004","Coronary arteriosclerosis in artery of transplanted heart (disorder)"
"784266000","History of heart-lung transplant recipient (situation)"
"762316003","Polymorphic lymphoproliferative disorder following transplant (disorder)"
"739027004","Transplanted skin present (finding)"
"739025007","Transplanted heart-lung present (finding)"
"739024006","Transplanted heart present (finding)"
"737300001","Bone marrow transplant present (finding)"
"737299009","Transplanted cornea present (finding)"
"737298001","Transplanted bone present (finding)"
"737297006","Transplanted liver present (finding)"
"737296002","Transplanted lung present (finding)"
"737295003","Transplanted kidney present (finding)"
"737294004","Transplant present (finding)"
"733208006","Composite graft failure (disorder)"
"722958008","Infectious mononucleosis-like post-transplant lymphoproliferative disorder (disorder)"
"722957003","Reactive plasmacytic hyperplasia post-transplant lymphoproliferative disorder (disorder)"
"722956007","Early post-transplant lymphoproliferative disorder (disorder)"
"720587009","Donor derived melanoma (disorder)"
"714153000","Chronic kidney disease stage 5 with transplant (disorder)"
"705154007","Acute vascular graft rejection (finding)"
"703048006","Vesicoureteric reflux after renal transplant (disorder)"
"698427001","History of grafting of corneal patch to eye (situation)"
"698426005","History of grafting of amniotic membrane to eye (situation)"
"698367001","History of transplantation of intestine (situation)"
