"code","description"
"16055631000119106","Disorder of cardiovascular system co-occurrent and due to Marfan syndrome (disorder)"
"15993551000119100","Disorder of eye co-occurrent and due to Marfan syndrome (disorder)"
"15960021000119107","Dilatation of aortic root co-occurrent and due to Marfan syndrome (disorder)"
"125521000119101","Fetus with complete trisomy 13 syndrome (disorder)"
"125511000119108","Fetus with complete trisomy 18 syndrome (disorder)"
"125501000119105","Fetus with complete trisomy 21 syndrome (disorder)"
"125491000119103","Fetus with Turner syndrome (disorder)"
"840505007","Down syndrome co-occurrent with leukemoid reaction associated transient neonatal pustulosis (disorder)"
"838364007","Aortic aneurysm due to Loeys-Dietz syndrome (disorder)"
"829974003","Mosaic trisomy 1 syndrome (disorder)"
"818959006","Trichorhinophalangeal syndrome type 1 and 3 (disorder)"
"816067005","Diabetes, hypogonadism, deafness, intellectual disability syndrome (disorder)"
"788584007","Blepharophimosis and mental retardation syndrome (disorder)"
"787411009","Monosomy 22 (disorder)"
"787407003","Muenke syndrome (disorder)"
"787171006","21q22.11q22.12 microdeletion syndrome (disorder)"
"787094005","Segmental progressive overgrowth syndrome with fibroadipose hyperplasia (disorder)"
"787093004","Developmental delay, facial dysmorphism syndrome due to mediator complex subunit 13 like deficiency (disorder)"
"785808002","Aneurysm osteoarthritis syndrome (disorder)"
"785303004","Multiple congenital anomalies, hypotonia, seizures syndrome (disorder)"
"784351000","Antecubital pterygium syndrome (disorder)"
"784010006","Otopalatodigital syndrome spectrum disorder (disorder)"
"783774006","External auditory canal atresia, vertical talus, hypertelorism syndrome (disorder)"
"783738002","Heart defect, tongue hamartoma, polysyndactyly syndrome (disorder)"
"783735004","Maternal uniparental disomy of chromosome X (disorder)"
"783718003","Paternal uniparental disomy of chromosome X (disorder)"
"783703004","White matter hypoplasia, corpus callosum agenesis, intellectual disability syndrome (disorder)"
"783701002","Port-wine nevi, mega cisterna magna, hydrocephalus syndrome (disorder)"
"783700001","Syndactyly, polydactyly, ear lobe syndrome (disorder)"
"783619003","Dual specificity tyrosine phosphorylation regulated kinase 1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion (disorder)"
"783562005","Syndactyly, nystagmus syndrome due to 2q31.1 microduplication (disorder)"
"783553008","Syndactyly, camptodactyly and clinodactyly of fifth fingers, bifid toes syndrome (disorder)"
"783551005","Ichthyosis, short stature, brachydactyly, microspherophakia syndrome (disorder)"
"783204009","Ankyloblepharon filiforme adnatum with cleft palate syndrome (disorder)"
"783181006","Cloverleaf skull, asphyxiating thoracic dysplasia syndrome (disorder)"
"783164002","Distal monosomy 20q (disorder)"
"783159001","Holzgreve syndrome (disorder)"
"783156008","Fibular aplasia, tibial campomelia, oligo-syndactyly syndrome (disorder)"
"783149002","Mosaic genome-wide paternal uniparental disomy (disorder)"
"783143001","Noonan syndrome-like disorder with juvenile myelomonocytic leukemia (disorder)"
"783097004","Stickler syndrome type 3 (disorder)"
"783096008","Subaortic stenosis and short stature syndrome (disorder)"
"783091003","46,XY gonadal dysgenesis, motor and sensory neuropathy syndrome (disorder)"
"783089006","Macrocephaly, intellectual disability, autism syndrome (disorder)"
"783061008","Facial dysmorphism, developmental delay, behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion (disorder)"
"783005002","Severe microbrachycephaly, intellectual disability, athetoid cerebral palsy syndrome (disorder)"
"783004003","Thin ribs, tubular bones, dysmorphism syndrome (disorder)"
"782951006","Thoracic dysplasia and hydrocephalus syndrome (disorder)"
"782949007","Facial dysmorphism, anorexia, cachexia, eye and skin anomalies syndrome (disorder)"
"782945001","Ophthalmoplegia, intellectual disability, lingua scrotalis syndrome (disorder)"
"782941005","Richieri Costa-da Silva syndrome (disorder)"
"782940006","Dobrow syndrome (disorder)"
"782914000","Brachydactyly, short stature, retinitis pigmentosa syndrome (disorder)"
"782877002","Xp22.13p22.2 duplication syndrome (disorder)"
"782825008","Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome (disorder)"
"782783009","Oculoauriculofrontonasal syndrome (disorder)"
"782780007","Marfanoid habitus, inguinal hernia, advanced bone age syndrome (disorder)"
"782758009","Finger hyperphalangy, toe anomalies, severe pectus excavatum syndrome (disorder)"
"782755007","Primary microcephaly, mild intellectual disability, young-onset diabetes syndrome (disorder)"
