"code","description"
"15928141000119107","Cognitive impairment co-occurrent and due to human immunodeficiency virus infection (disorder)"
"10746341000119109","Acquired immune deficiency syndrome complicating childbirth (disorder)"
"347891000119103","Chronic hepatitis C with stage 3 fibrosis (disorder)"
"153091000119109","Hepatic coma due to chronic hepatitis B with delta agent (disorder)"
"146371000119104","Hepatic coma due to chronic hepatitis C (disorder)"
"128971000119101","Cryoglobulinemia due to chronic hepatitis C (disorder)"
"120241000119100","Glomerulonephritis due to hepatitis C (disorder)"
"80191000119101","Symptomatic human immunodeficiency virus I infection (disorder)"
"76991000119109","Human immunodeficiency virus (HIV) infection category B2 (disorder)"
"76981000119106","Human immunodeficiency virus (HIV) infection category B1 (disorder)"
"72631000119101","Human immunodeficiency virus (HIV) II infection category B2 (disorder)"
"72621000119104","Human immunodeficiency virus (HIV) II infection category B1 (disorder)"
"831000119103","Cirrhosis of liver due to chronic hepatitis C (disorder)"
"81000119104","Symptomatic human immunodeficiency virus infection (disorder)"
"870344006","Seborrheic dermatitis due to human immunodeficiency virus infection (disorder)"
"870328002","Papular pruritic eruption of skin due to human immunodeficiency virus infection (disorder)"
"870310004","Perinatal mucocutaneous infection caused by Human herpesvirus 3 (disorder)"
"870271009","Pruritus due to human immunodeficiency virus infection (disorder)"
"866106004","Interstitial keratitis due to late congenital syphilis (disorder)"
"866044006","Mycosis due to human immunodeficiency virus infection (disorder)"
"860874006","Enteritis due to human immunodeficiency virus disease (disorder)"
"860872005","Esophagitis due to human immunodeficiency virus disease (disorder)"
"860871003","Eosinophilic folliculitis due to human immunodeficiency virus infection (disorder)"
"860826006","Creutzfeldt-Jakob Disease caused by human growth hormone (disorder)"
"840498003","Encephalitis caused by human immunodeficiency virus type 1 (disorder)"
"840452004","Classical sporadic Creutzfeldt-Jakob disease (disorder)"
"840442003","Encephalitis caused by human immunodeficiency virus type 2 (disorder)"
"838380002","Chronic hepatitis B co-occurrent with hepatitis C and hepatitis D (disorder)"
"838377003","Chronic hepatitis C co-occurrent with human immunodeficiency virus infection (disorder)"
"838338001","Bacterial infection due to human immunodeficiency virus infection (disorder)"
"771127006","Infection caused by Isospora co-occurrent with acquired immunodeficiency syndrome (disorder)"
"771126002","Infection caused by Toxoplasma gondii co-occurrent with acquired immunodeficiency syndrome (disorder)"
"771119002","Infection caused by Coccidia co-occurrent with acquired immunodeficiency syndrome (disorder)"
"768289009","Chronic hepatitis C caused by Hepatitis C virus genotype 1a (disorder)"
"768288001","Chronic hepatitis C caused by Hepatitis C virus genotype 1b (disorder)"
"768127002","Chronic hepatitis C caused by Hepatitis C virus genotype 1 (disorder)"
"768126006","Chronic hepatitis C caused by Hepatitis C virus genotype 4 (disorder)"
"768125005","Chronic hepatitis C caused by Hepatitis C virus genotype 2 (disorder)"
"768006009","Chronic hepatitis C caused by Hepatitis C virus genotype 3 (disorder)"
"767810006","Chronic hepatitis C caused by hepatitis C virus genotype 5 (disorder)"
"767809001","Chronic hepatitis C caused by hepatitis C virus genotype 6 (disorder)"
"762725007","Congenital infection caused by Zika virus (disorder)"
"737381004","World Health Organization 2007 Human immunodeficiency virus infection clinical stage 4 (finding)"
"737380003","World Health Organization 2007 Human immunodeficiency virus infection clinical stage 3 (finding)"
