"code","description"
"530558861000132104","Atypical diabetes mellitus (disorder)"
"10754881000119104","Diabetes mellitus in mother complicating childbirth (disorder)"
"10660471000119109","Ulcer of left foot co-occurrent and due to diabetes mellitus type 2 (disorder)"
"1067201000000106","Eating disorder co-occurrent with diabetes mellitus type 1 (disorder)"
"894741000000107","Hypoglycaemic warning absent (disorder)"
"775841000000109","Diabetic retinopathy detected by national screening programme (disorder)"
"773001000000103","Symptomatic diabetic peripheral neuropathy (disorder)"
"658011000000104","Diabetes mellitus with other specified manifestation (disorder)"
"532411000000102","Diabetes mellitus, adult onset, with no mention of complication (disorder)"
"385051000000106","Pre-existing diabetes mellitus (disorder)"
"385041000000108","Diabetes mellitus with multiple complications (disorder)"
"368601000119102","Hyperosmolar coma due to secondary diabetes mellitus"
"367991000119101","Hyperglycemia due to type 1 diabetes mellitus"
"367261000119100","Hyperosmolarity co-occurrent and due to drug induced diabetes mellitus (disorder)"
"335621000000101","Maternally inherited diabetes mellitus (disorder)"
"198131000000101","Hypoglycaemic warning good (disorder)"
"198121000000103","Hypoglycaemic warning impaired (disorder)"
"157141000119108","Proteinuria due to type 2 diabetes mellitus"
"140521000119107","Ischemic foot ulcer due to type 2 diabetes mellitus (disorder)"
"140391000119101","Ulcer of toe due to type 2 diabetes mellitus (disorder)"
"140381000119104","Neuropathic toe ulcer due to type 2 diabetes mellitus (disorder)"
"112991000000101","Lipoatrophic diabetes mellitus without complication (disorder)"
"110181000119105","Peripheral sensory neuropathy due to type 2 diabetes mellitus"
"106281000119103","Pre-existing diabetes mellitus in mother complicating childbirth (disorder)"
"104941000119109","Retinal ischemia due to type 1 diabetes mellitus"
"87451000119102","Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus"
"71771000119100","Type 1 diabetes mellitus with neuropathic arthropathy"
"31211000119101","Peripheral vascular disease due to type I diabetes"
"1511000119107","Diabetic peripheral neuropathy associated with type II diabetes mellitus"
"1491000119102","Diabetic vitreous haemorrhage associated with type II diabetes mellitus"
"791000119109","Angina associated with type II diabetes mellitus"
"761000119102","Diabetic dyslipidemia associated with type 2 diabetes mellitus"
"731000119105","Chronic kidney disease stage 3 associated with type 2 diabetes mellitus"
"770097006","Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder)"
"769245002","Disorder of left macula co-occurrent and due to diabetes mellitus (disorder)"
"769244003","Diabetic maculopathy of right eye"
"769222008","Clinically significant macular oedema of left eye co-occurrent and due to diabetes mellitus"
"769221001","Clinically significant macular edema of right eye co-occurrent and due to diabetes mellitus (disorder)"
"769219006","Macular edema due to type 1 diabetes mellitus"
"769218003","Macular oedema of left eye co-occurrent and due to diabetes mellitus"
"769217008","Diabetic macular edema of right eye"
"769186002","Moderate nonproliferative diabetic retinopathy of left eye"
"769185003","Moderate non-proliferative diabetic retinopathy of right eye"
"769184004","Mild nonproliferative retinopathy of left eye"
"769183005","Mild nonproliferative diabetic retinopathy of right eye"
"769182000","Preproliferative diabetic retinopathy of left eye"
"769181007","Preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus (disorder)"
"768794008","Bilateral diabetic cataracts"
"768792007","Cataract of right eye co-occurrent and due to diabetes mellitus"
"763325000","Insulin resistance (disorder)"
"762489000","Acute complication with diabetes mellitus"
"739681000","Diabetic oculopathy due to type I diabetes mellitus"
"735538002","Lactic acidosis co-occurrent and due to diabetes mellitus (disorder)"
"735200002","Absence of lower limb due to diabetes mellitus (disorder)"
"724997001","Lumbosacral plexopathy co-occurrent and due to diabetes mellitus (disorder)"
"724810001","Radiculoplexoneuropathy due to diabetes mellitus (disorder)"
"724136006","Diabetic mastopathy"
"719216001","Hypoglycemic coma co-occurrent and due to diabetes mellitus type II (disorder)"
"713706002","Polyneuropathy due to type 2 diabetes mellitus"
"713705003","Polyneuropathy due to type 1 diabetes mellitus"
