"code","description"
"322112361000132104","Epilepsy due to scarring of brain (disorder)"
"10750951000119106","Epilepsy in mother complicating childbirth (disorder)"
"434551000124106","Benign childhood epilepsy with centrotemporal spikes, non-refractory (disorder)"
"434541000124109","Benign childhood epilepsy with centrotemporal spikes, refractory (disorder)"
"291311000119108","Status epilepticus in benign Rolandic epilepsy (disorder)"
"290881000119103","Refractory infantile spasms co-occurrent with status epilepticus (disorder)"
"290871000119101","Infantile spasms co-occurrent with status epilepticus (disorder)"
"290761000119103","Status epilepticus due to refractory simple partial epilepsy (disorder)"
"290741000119102","Intractable idiopathic partial epilepsy (disorder)"
"290721000119108","Status epilepticus due to refractory epilepsy (disorder)"
"290711000119101","Status epilepticus due to intractable idiopathic generalized epilepsy (disorder)"
"290691000119104","Status epilepticus due to generalized idiopathic epilepsy (disorder)"
"290681000119102","Status epilepticus due to refractory complex partial seizures (disorder)"
"290671000119100","Status epilepticus due to complex partial epileptic seizure (disorder)"
"187931000119106","Atypical absence epilepsy (disorder)"
"119001000119108","Intractable simple partial epilepsy (disorder)"
"117891000119100","Simple partial seizure (disorder)"
"116401000119105","Recurrent complex partial epilepsy (disorder)"
"100941000119100","Epilepsy in mother complicating pregnancy (disorder)"
"84231000119103","Intractable partial occipital lobe epilepsy with impairment of consciousness (disorder)"
"84221000119101","Intractable partial frontal lobe epilepsy with impairment of consciousness (disorder)"
"84211000119108","Intractable partial parietal lobe epilepsy with impairment of consciousness (disorder)"
"84201000119105","Intractable partial temporal lobe epilepsy with impairment of consciousness (disorder)"
"84191000119107","Partial epileptic seizure of temporal lobe with impairment of consciousness (disorder)"
"84181000119109","Partial epileptic seizure of occipital lobe with impairment of consciousness (disorder)"
"84171000119106","Partial epileptic seizure of frontal lobe with impairment of consciousness (disorder)"
"84161000119100","Partial epileptic seizure of parietal lobe with impairment of consciousness (disorder)"
"82381000119103","Epileptic dementia with behavioral disturbance (disorder)"
"68091000119102","Intractable absence seizures (disorder)"
"53521000119106","First generalized onset seizure (disorder)"
"47391000119107","Primary generalized absence epilepsy (disorder)"
"21391000119102","Partial parietal lobe epilepsy (disorder)"
"20121000119105","Partial occipital lobe epilepsy (disorder)"
"14401000119109","Partial frontal lobe epilepsy (disorder)"
"10701000119109","Refractory complex partial seizure with impairment of consciousness (disorder)"
"8291000119107","Atonic epilepsy (disorder)"
"3371000119106","Refractory generalized convulsive epilepsy (disorder)"
"788417006","Alopecia, epilepsy, intellectual disability syndrome Moynahan type (disorder)"
"784377008","Autosomal dominant epilepsy with auditory features (disorder)"
"784372002","Familial mesial temporal lobe epilepsy with febrile seizures (disorder)"
"784345005","Malignant migrating partial seizures of infancy (disorder)"
"784342008","Familial infantile myoclonic epilepsy (disorder)"
"783739005","Familial temporal lobe epilepsy (disorder)"
"783139000","Progressive myoclonic epilepsy type 8 (disorder)"
"783064000","Progressive myoclonic epilepsy type 3 (disorder)"
"783062001","Progressive myoclonic epilepsy type 6 (disorder)"
"783055005","Progressive myoclonic epilepsy type 5 (disorder)"
"782886007","Infantile spasms, psychomotor retardation, progressive brain atrophy, basal ganglia disease syndrome (disorder)"
"780827006","Synaptic Ras GTPase activating protein 1- related intellectual disability (disorder)"
"778063003","Cryptogenic late-onset epileptic spasms (disorder)"
"778047006","Myoclonic epilepsy in non-progressive encephalopathy (disorder)"
"778001003","Potassium voltage-gated channel subfamily Q member 2 related epileptic encephalopathy (disorder)"
"773548008","Early-onset epileptic encephalopathy, cortical blindness, intellectual disability, facial dysmorphism syndrome (disorder)"
"773421009","Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression (disorder)"
"773230003","Cyclin-dependent kinase-like 5 deficiency (disorder)"
"771469002","Early-onset spastic ataxia, myoclonic epilepsy, neuropathy syndrome (disorder)"
"771223000","Infantile epileptic dyskinetic encephalopathy (disorder)"
"771141002","Benign partial epilepsy with secondarily generalized seizures in infancy (disorder)"
"770758009","New-onset refractory status epilepticus (disorder)"
"770643005","Mesial temporal lobe epilepsy with hippocampal sclerosis (disorder)"
"770624005","Benign partial epilepsy of infancy with complex partial seizures (disorder)"
"770623004","Benign occipital lobe epilepsy (disorder)"
"770622009","Benign infantile focal epilepsy with midline spikes and waves during sleep (disorder)"
"770438007","Infantile spasm and broad thumb syndrome (disorder)"
"770405003","Benign familial mesial temporal lobe epilepsy (disorder)"
"768666006","Syntaxin binding protein 1 encephalopathy with epilepsy (disorder)"
"768473009","Purine rich element binding protein A syndrome (disorder)"
"767254005","Recurrent benign focal seizures of childhood (disorder)"
"766932005","Hypothalamic hamartoma with gelastic seizure (disorder)"
"766815007","Perioral myoclonia with absences (disorder)"
"766044005","Acute encephalopathy with biphasic seizures and late reduced diffusion (disorder)"
"765756007","Benign infantile seizure with mild gastroenteritis syndrome (disorder)"
"765216006","Audiogenic epilepsy (disorder)"
"765170001","Sodium voltage-gated channel alpha subunit 8-related epilepsy with encephalopathy (disorder)"
"765093009","Rolandic epilepsy, speech dyspraxia syndrome (disorder)"
