"code","description"
"16318001000119107","Hypogammaglobulinemia due to multiple myeloma (disorder)"
"12631000119106","Immunoglobulin G deficiency (disorder)"
"840472009","Deficiency of immunoglobulin A with immunoglobulin G subclass deficiency (disorder)"
"840435003","Disseminated dermatophytosis due to immunodeficiency (disorder)"
"789777007","Short-limb skeletal dysplasia with severe combined immunodeficiency (disorder)"
"784393004","Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies (disorder)"
"784340000","Combined immunodeficiency due to interleukin 21 receptor deficiency (disorder)"
"783743009","Combined immunodeficiency with granulomatosis (disorder)"
"783621008","Immunodeficiency with factor I anomaly (disorder)"
"783617001","Severe combined immunodeficiency due to lymphocyte-specific protein-tyrosine kinase deficiency (disorder)"
"783249007","Hyperimmunoglobulin M syndrome without susceptibility to opportunistic infection (disorder)"
"783248004","Hyperimmunoglobulin M syndrome with susceptibility to opportunistic infection (disorder)"
"783245001","Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection (disorder)"
"783205005","Alopecia antibody deficiency (disorder)"
"783142006","Pancytopenia due to IKAROS family zinc finger 1 mutations (disorder)"
"783099001","Radiosensitivity, immunodeficiency, dysmorphic features, learning difficulties syndrome (disorder)"
"783007005","Recurrent Neisseria infection due to factor D deficiency (disorder)"
"782751003","Severe combined immunodeficiency due to inhibitor of nuclear factor kappa B kinase subunit beta deficiency (disorder)"
"782750002","T-cell receptor alpha-beta-positive T-cell deficiency (disorder)"
"778045003","Susceptibility to viral and mycobacterial infection (disorder)"
"778028008","Immunodeficiency due to CD25 deficiency (disorder)"
"778027003","Primary CD59 deficiency (disorder)"
"778004006","Autoinflammation phospholipase C gamma 2 associated antibody deficiency and immune dysregulation (disorder)"
"773730002","Osteopetrosis hypogammaglobulinemia syndrome (disorder)"
"773488000","Combined immunodeficiency due to mucosa-associated lymphoid tissue lymphoma translocation gene 1 deficiency (disorder)"
"772126000","Poikiloderma with neutropenia (disorder)"
"771517009","Severe combined immunodeficiency due to caspase recruitment domain family member 11 deficiency (disorder)"
"771479000","Combined immunodeficiency due to serine/threonine kinase 4 deficiency (disorder)"
"771443008","Complement component 3 deficiency (disorder)"
"771078002","Immunodeficiency due to mannan binding lectin serine peptidase 2 deficiency (disorder)"
"770785002","T-cell immunodeficiency due to ras homolog family member H deficiency (disorder)"
"768560008","Melanoma differentiation-associated gene 5 deficiency (disorder)"
"767263007","22q11.2 deletion syndrome (disorder)"
"766983005","Susceptibility to respiratory infection associated with CD8alpha chain mutation (disorder)"
"766879006","Combined immunodeficiency due to OX40 deficiency (disorder)"
"766705006","Immunodeficiency due to ficolin 3 deficiency (disorder)"
"765188009","Severe combined immunodeficiency due to complete recombination-activating gene 1 and/or recombination-activating gene 2 deficiency (disorder)"
"765145001","T cell negative B cell positive severe combined immunodeficiency due to gamma chain deficiency (disorder)"
"764946008","Constitutional mismatch repair deficiency syndrome (disorder)"
"764858009","Isolated agammaglobulinemia (disorder)"
"763668009","Lichtenstein syndrome (disorder)"
"763623001","Severe combined immunodeficiency due to cytidine 5-prime triphosphate synthetase 1 deficiency (disorder)"
"737307003","Natural-killer cell deficiency (disorder)"
"735536003","Adult-onset immunodeficiency (disorder)"
"725432008","Autosomal recessive mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 2 deficiency (disorder)"
"725431001","Autosomal recessive mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 1 deficiency (disorder)"
"725290000","Combined immunodeficiency due to partial recombination-activating gene 1 deficiency (disorder)"
"725151007","Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 2 deficiency (disorder)"
"725150008","Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 1 deficiency (disorder)"
"725137007","Neutropenia, monocytopenia, deafness syndrome (disorder)"
"725136003","Immunodeficiency by defective expression of human leukocyte antigen class 1 (disorder)"
"725135004","Combined immunodeficiency due to CD3gamma deficiency (disorder)"
"724361001","Hepatic veno-occlusive disease with immunodeficiency syndrome (disorder)"
"724275005","Primary immunodeficiency with natural killer cell deficiency and adrenal insufficiency (disorder)"
"724179008","Laron syndrome with immunodeficiency (disorder)"
"724177005","Ligase 4 syndrome (disorder)"
"723386002","Mendelian susceptibility to mycobacterial disease due to partial signal transducer and activator of transcription 1 deficiency (disorder)"
"723385003","Mendelian susceptibility to mycobacterial disease due to partial interferon regulatory factor 8 deficiency (disorder)"
"723384004","Mendelian susceptibility to mycobacterial disease due to complete interferon stimulated gene 15 deficiency (disorder)"
"723334006","Immunodeficiency due to mutation of FAS-associated protein with death domain gene (disorder)"
"722067005","Severe combined immunodeficiency with hypereosinophilia (disorder)"
"721977007","Lung fibrosis, immunodeficiency, 46,XX gonadal dysgenesis syndrome (disorder)"
"721877008","Mendelian susceptibility to mycobacterial disease due to complete interleukin 12 subunit beta deficiency (disorder)"
"721876004","Mendelian susceptibility to mycobacterial disease due to complete interferon gamma receptor 2 deficiency (disorder)"
"720853005","Severe combined immunodeficiency, microcephaly, growth retardation, sensitivity to ionizing radiation syndrome (disorder)"
"720345008","Severe T-cell immunodeficiency, congenital alopecia, nail dystrophy syndrome (disorder)"
"719827008","X-linked immunoneurologic disorder (disorder)"
"719814009","X-linked mendelian susceptibility to mycobacterial disease (disorder)"
"719685004","Absent thumb with short stature and immunodeficiency syndrome (disorder)"
"718717004","Primary immunodeficiency syndrome due to p14 deficiency (disorder)"
"718232007","Pyogenic bacterial infection due to deficiency of myeloid differentiation primary response 88 (disorder)"
"718230004","Mendelian susceptibility to mycobacterial disease due to complete interferon gamma receptor 1 deficiency (disorder)"
"718107000","Severe combined immunodeficiency T-cell negative B-cell positive due to janus kinase-3 deficiency (disorder)"
"717811007","Combined immunodeficiency due to calcium release activated calcium channel dysfunction (disorder)"
"716871006","Severe combined immunodeficiency due to deoxyribonucleic acid dependent protein kinase catalytic subunit deficiency (disorder)"
"716869006","Mendelian susceptibility to mycobacterial disease due to complete interleukin 12 receptor beta 1 deficiency (disorder)"
"716378008","Combined immunodeficiency due to Zeta-chain associated protein kinase 70 deficiency (disorder)"
