"code","description"
"16237261000119100","Adult onset fluency disorder (disorder)"
"288271000119103","Childhood onset fluency disorder (disorder)"
"270291000119109","Identity disorder of childhood (disorder)"
"130121000119104","Dementia due to Rett's syndrome (disorder)"
"105421000119105","Early onset Alzheimer's disease with behavioral disturbance (disorder)"
"89501000119108","Mild receptive language delay (disorder)"
"89391000119105","Severe receptive language delay (disorder)"
"89381000119107","Moderate receptive language delay (disorder)"
"89361000119103","Mild developmental articulation disorder (disorder)"
"62231000119108","Mild expressive language delay (disorder)"
"62221000119105","Severe expressive language delay (disorder)"
"62211000119103","Moderate expressive language delay (disorder)"
"46421000119102","Behavior disorder as sequela of cerebral infarction (disorder)"
"39951000119105","Pervasive developmental disorder of residual state (disorder)"
"870308001","Pervasive developmental disorder with cognitive developmental delay and complete impairment of functional language (disorder)"
"870307006","Pervasive developmental disorder with abscence of functional language (disorder)"
"870306002","Pervasive developmental disorder with complete impairment of functional language (disorder)"
"870305003","Pervasive developmental disorder with cognitive developmental delay and marked impairment of functional language (disorder)"
"870304004","Pervasive developmental disorder with complete impairment of functional language without loss of previously acquired skills (disorder)"
"870303005","Pervasive developmental disorder with complete impairment of functional language with loss of previously acquired skills (disorder)"
"870282001","Pervasive developmental disorder with severe impairment of functional language without loss of previously acquired skills (disorder)"
"870280009","Pervasive developmental disorder with severe impairment of functional language with loss of previously acquired skills (disorder)"
"870270005","Pervasive developmental disorder with disorder of intellectual development and complete impairment of functional language with loss of previously acquired skills (disorder)"
"870269009","Pervasive developmental disorder with disorder of intellectual development and abscence of functional language with loss of previously acquired skills (disorder)"
"870268001","Pervasive developmental disorder with disorder of intellectual development and complete impairment of functional language without loss of previously acquired skills (disorder)"
"870267006","Pervasive developmental disorder with disorder of intellectual development and marked impairment of functional language without loss of previously acquired skills (disorder)"
"870266002","Pervasive developmental disorder with disorder of intellectual development and marked impairment of functional language with loss of previously acquired skills (disorder)"
"870265003","Pervasive developmental disorder with disorder of intellectual development with loss of previously acquired skills (disorder)"
"870264004","Pervasive developmental disorder with disorder of intellectual development and pervasive impairment of functional language without loss of previously acquired skills (disorder)"
"870263005","Pervasive developmental disorder with impairment of functional language (disorder)"
"870262000","Pervasive developmental disorder with disorder of intellectual development without loss of previously acquired skills (disorder)"
"870261007","Pervasive developmental disorder with marked impairment of functional language without loss of previously acquired skills (disorder)"
"870260008","Pervasive developmental disorder with marked impairment of functional language with loss of previously acquired skills (disorder)"
"783702009","X-linked intellectual disability due to glutamate ionotropic receptor AMPA type subunit 3 mutations (disorder)"
"782886007","Infantile spasms, psychomotor retardation, progressive brain atrophy, basal ganglia disease syndrome (disorder)"
"780827006","Synaptic Ras GTPase activating protein 1- related intellectual disability (disorder)"
"778011005","Severe intellectual disability and progressive spastic paraplegia (disorder)"
"773772001","Rare non-syndromic intellectual disability (disorder)"
"773648002","Congenital cataract, hearing loss, severe developmental delay syndrome (disorder)"
"773405004","Intellectual disability with strabismus syndrome (disorder)"
"772127009","White Sutton syndrome (disorder)"
"771512003","Autism spectrum disorder due to AUTS2 activator of transcription and developmental regulator deficiency (disorder)"
"771472009","Developmental and speech delay due to SRY-box 5 deficiency (disorder)"
"770790004","Developmental delay with autism spectrum disorder and gait instability (disorder)"
"768677000","Protein phosphatase 2 regulatory subunit b (b56) delta-related intellectual disability (disorder)"
"763861000","Pachygyria, intellectual disability, epilepsy syndrome (disorder)"
"763773007","Macrocephaly and developmental delay syndrome (disorder)"
"763743003","Intellectual disability, spasticity, ectrodactyly syndrome (disorder)"
"763626009","Intellectual disability due to nutritional deficiency (disorder)"
"763136000","Charcot-Marie-Tooth disease, deafness, intellectual disability syndrome (disorder)"
"762502009","Developmental language disorder co-occurrent with language impairment (disorder)"
"762347009","Childhood onset conduct-dissocial disorder (disorder)"
"762319005","Developmental language disorder co-occurrent with impairment of mainly pragmatic language (disorder)"
"762318002","Developmental language disorder co-occurrent with impairment of expressive language (disorder)"
"762317007","Developmental language disorder co-occurrent with impairment of receptive and expressive language (disorder)"
"737343009","Secondary neurodevelopmental disorder (disorder)"
"734349003","Alpha-thalassemia intellectual disability syndrome linked to chromosome 16 (disorder)"
"734173003","Skeletal abnormality, cutis laxa, craniostenosis, ambiguous genitalia, retardation, facial abnormality syndrome (disorder)"
"733455003","Spastic paraplegia, glaucoma, intellectual disability syndrome (disorder)"
"733419006","Metaphyseal dysostosis, intellectual disability, conductive deafness syndrome (disorder)"
"733097003","Ichthyosis, intellectual disability, dwarfism, renal impairment syndrome (disorder)"
"732954002","Osteopenia, intellectual disability, sparse hair syndrome (disorder)"
"732251003","Cortical blindness, intellectual disability, polydactyly syndrome (disorder)"
"726727003","X-linked intellectual disability Hedera type (disorder)"
"726031001","Cerebellar ataxia, intellectual disability, optic atrophy, skin abnormalities syndrome (disorder)"
"725163002","X-linked spasticity, intellectual disability, epilepsy syndrome (disorder)"
"724742003","Adolescent onset conduct-dissocial disorder with normal prosocial emotions (disorder)"
"724741005","Adolescent onset conduct-dissocial disorder with limited prosocial emotions (disorder)"
"724740006","Adolescent onset conduct-dissocial disorder (disorder)"
"724739009","Childhood onset conduct-dissocial disorder with normal prosocial emotions (disorder)"
"724738001","Childhood onset conduct-dissocial disorder with limited prosocial emotions (disorder)"
"724737006","Oppositional defiant disorder without chronic irritability-anger with normal prosocial emotions (disorder)"
"724736002","Oppositional defiant disorder without chronic irritability-anger with limited prosocial emotions (disorder)"
"724735003","Oppositional defiant disorder without chronic irritability-anger (disorder)"
"724734004","Oppositional defiant disorder co-occurrent with chronic irritability-anger with normal prosocial emotions (disorder)"
"724733005","Oppositional defiant disorder co-occurrent with chronic irritability-anger (disorder)"
"724652008","Stereotypic movement disorder without self-injurious behavior (disorder)"
"724651001","Developmental speech fluency disorder (disorder)"
"724178000","Laryngeal abductor paralysis with intellectual disability syndrome (disorder)"
"723621000","Spastic tetraplegia, retinitis pigmentosa, intellectual disability syndrome (disorder)"
"723365002","Hypotrichosis and intellectual disability syndrome Lopes type (disorder)"
"722976001","Secondary stereotypy (disorder)"
"722975002","Primary stereotypy (disorder)"
"722973009","Tic due to developmental disorder (disorder)"
"722972004","Secondary tic disorder (disorder)"
"722456001","Intellectual disability, developmental delay, contracture syndrome (disorder)"
"722380003","Congenital cataract with intellectual disability and hypogonadotropic hypogonadism syndrome (disorder)"
"722379001","Congenital cataract with hypertrichosis and intellectual disability syndrome (disorder)"
"722213009","Severe X-linked intellectual disability Gustavson type (disorder)"
"722209002","Spastic paraplegia, intellectual disability, palmoplantar hyperkeratosis syndrome (disorder)"
"722003007","Intellectual disability with cataract and kyphosis syndrome (disorder)"
"721220004","Familial developmental dysphasia (disorder)"
"721207002","Seizure, sensorineural deafness, ataxia, intellectual disability, electrolyte imbalance syndrome (disorder)"
"720517001","Ataxia with deafness and intellectual disability syndrome (disorder)"
"720468000","Aniridia and intellectual disability syndrome (disorder)"
"720401009","Cystic fibrosis with gastritis and megaloblastic anemia syndrome (disorder)"
"719315000","Acquired receptive language impairment (disorder)"
"719042007","Uveal coloboma with cleft lip and palate and intellectual disability syndrome (disorder)"
"718393002","Atypical Rett syndrome (disorder)"
"717223008","X-linked epilepsy with learning disability and behavior disorder syndrome (disorder)"
"717222003","Microphthalmia with ankyloblepharon and intellectual disability syndrome (disorder)"
"716710007","Early childhood developmental disability (disorder)"
"716706009","Female restricted epilepsy with intellectual disability syndrome (disorder)"
"716578009","Developmental language comprehension impairment (disorder)"
"716306006","Acquired language comprehension impairment (disorder)"
"716107009","Early onset parkinsonism and intellectual disability syndrome (disorder)"
"716089008","Craniofacial digital and genital anomalies syndrome (disorder)"
"715989002","Congenital cataract with intellectual disability and anal atresia and urinary defect syndrome (disorder)"
"715987000","Congenital heart defect with round face and developmental delay syndrome (disorder)"
"712884004","Pathological demand avoidance (disorder)"
"708037001","Residual Asperger's disorder (disorder)"
"703478008","Developmental delay in social skills (disorder)"
"703477003","Developmental delay in fine motor function (disorder)"
"702815001","Attention deficit hyperactivity disorder, inattentive presentation (restrictive) (disorder)"
"702528003","Developmental delay in receptive-expressive language (disorder)"
"702416008","X-linked intellectual disability Snyder type (disorder)"
"702412005","X-linked intellectual deficit-dystonia-dysarthria syndrome (disorder)"
