"code","description"
"16054471000119105","Congenital hypoplasia of bilateral optic nerves (disorder)"
"16054431000119107","Congenital hypoplasia of left optic nerve (disorder)"
"16054391000119102","Congenital hypoplasia of right optic nerve (disorder)"
"15985031000119102","Neonatal non-traumatic intraventricular hemorrhage (disorder)"
"12275031000119106","Congenital cerebral ventriculomegaly (disorder)"
"330041000119103","Congenital porencephalic cyst (disorder)"
"255581000119100","Simple craniosynostosis (disorder)"
"127551000119100","Congenital hypoplasia of brain (disorder)"
"111641000119102","Congenital choroid plexus cyst (disorder)"
"76481000119102","Pressure ulcer due to spina bifida (disorder)"
"35111000119109","Cystic malformation of posterior fossa (disorder)"
"23941000119108","Arnold Chiari type 2 without hydrocephalus (disorder)"
"23931000119104","Hydrocephalus due to Arnold Chiari malformation type 2 (disorder)"
"21601000119103","Hypoxic ischemic encephalopathy due to birth trauma (disorder)"
"17771000119103","Low lumbar myelomeningocele (disorder)"
"17761000119109","High lumbar myelomeningocele (disorder)"
"9721000119107","Malformation of central nervous system of fetus (disorder)"
"8611000119100","Complex craniosynostosis (disorder)"
"4061000119104","Myelomeningocele without hydrocephalus (disorder)"
"866053004","Middle interhemispheric variant of holoprosencephaly (disorder)"
"860951008","Congenital anomaly of cauda equina (disorder)"
"840487004","Congenital stenosis of spinal canal (disorder)"
"840471002","Hydrocephalus due to Dandy-Walker malformation (disorder)"
"838339009","Basal encephalocele (disorder)"
"816068000","Periventricular nodular heterotopia (disorder)"
"789120001","Neurenteric cyst (disorder)"
"785307003","Lissencephaly co-occurrent with congenital cerebellar hypoplasia type A (disorder)"
"785306007","Lissencephaly co-occurrent with congenital cerebellar hypoplasia type E (disorder)"
"785299009","Cobblestone lissencephaly without muscular or ocular involvement (disorder)"
"784344009","Cortical dysgenesis with pontocerebellar hypoplasia due to tubulin beta 3 class III mutation (disorder)"
"783726006","Fetal hydrocephalus (disorder)"
"783724009","Fetal spina bifida (disorder)"
"782884005","Pontine tegmental cap dysplasia (disorder)"
"782879004","Occipital pachygyria and polymicrogyria (disorder)"
"782720005","Congenital pontocerebellar hypoplasia type 10 (disorder)"
"781641005","Schwannomatosis (disorder)"
"778070003","Autosomal dominant primary microcephaly (disorder)"
"775907000","Congenital pontocerebellar hypoplasia type 9 (disorder)"
"773627004","Porencephaly, microcephaly, bilateral congenital cataract syndrome (disorder)"
"773610007","Chudley McCullough syndrome (disorder)"
"773497001","Partial corpus callosum agenesis, cerebellar vermis hypoplasia with posterior fossa cysts syndrome (disorder)"
"773394007","Autosomal recessive frontotemporal pachygyria (disorder)"
"773305003","Microcephaly, polymicrogyria, corpus callosum agenesis syndrome (disorder)"
"771336003","Polymicrogyria with optic nerve hypoplasia (disorder)"
"771303004","Severe neonatal onset encephalopathy with microcephaly (disorder)"
"771234002","Isolated bilateral hemispheric cerebellar hypoplasia (disorder)"
"771147003","Isolated arhinencephaly (disorder)"
"771146007","Holoprosencephaly with caudal dysgenesis syndrome (disorder)"
"771142009","Cortical dysplasia with focal epilepsy syndrome (disorder)"
"771076003","Leptomyelolipoma (disorder)"
"770725000","Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly (disorder)"
"770560008","Lissencephaly due to LIS1 mutation (disorder)"
"770408001","Congenital stenosis of cervical spinal canal (disorder)"
"768939009","Primary tethered cord syndrome (disorder)"
"766934006","Isolated unilateral hemispheric cerebellar hypoplasia (disorder)"
"766871009","Diencephalic mesencephalic junction dysplasia (disorder)"
"766710005","Isolated focal cortical dysplasia (disorder)"
"766709000","Isolated hypoplasia of cerebellar vermis (disorder)"
"765757003","Bilateral polymicrogyria (disorder)"
"765331004","Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis (disorder)"
"765089003","Focal epilepsy, intellectual disability, cerebro-cerebellar malformation syndrome (disorder)"
"763889002","Spina bifida and hypospadias syndrome (disorder)"
"763861000","Pachygyria, intellectual disability, epilepsy syndrome (disorder)"
"763830009","Oculomaxillofacial dysostosis (disorder)"
"763717004","Sporadic fetal brain disruption sequence (disorder)"
"763366000","Leukoencephalopathy, thalamus and brainstem anomalies, high lactate syndrome (disorder)"
"763350002","Intellectual disability, obesity, brain malformation, facial dysmorphism syndrome (disorder)"
"762295002","Congenital obstructive hydrocephalus (disorder)"
"735749005","Myelomeningocele co-occurrent with hydrocephalus (disorder)"
"733418003","Joubert syndrome with Jeune asphyxiating thoracic dystrophy (disorder)"
"733092009","Microcephalus, hypergonadotropic hypogonadism, short stature syndrome (disorder)"
"733072002","Alaninuria, microcephaly, dwarfism, enamel hypoplasia, diabetes mellitus syndrome (disorder)"
"733068001","Absent tibia, polydactyly, arachnoid cyst syndrome (disorder)"
"733049004","Encephalopathy, intracerebral calcification, retinal degeneration syndrome (disorder)"
"726704006","Cataract, congenital heart disease, neural tube defect syndrome (disorder)"
"726031001","Cerebellar ataxia, intellectual disability, optic atrophy, skin abnormalities syndrome (disorder)"
"725287006","Embryopathy caused by retinoid (disorder)"
"724999003","Isolated optic nerve hypoplasia (disorder)"
"724144006","Embryofetopathy caused by methimazole (disorder)"
"724067006","Permanent neonatal diabetes mellitus with cerebellar agenesis syndrome (disorder)"
"723612001","Spinal muscular atrophy, Dandy-Walker malformation, cataract syndrome (disorder)"
"723406000","Embryopathy caused by mycophenolate mofetil (disorder)"
"723405001","Microlissencephaly micromelia syndrome (disorder)"
"722996009","Congenital malformation of autonomic nervous system (disorder)"
"722992006","Communicating hydrocephalus co-occurrent and due to congenital agenesis of arachnoid villi (disorder)"
"722990003","Congenital atrophy of optic nerve (disorder)"
"722989007","Aplasia of optic nerve (disorder)"
"722909009","Traumatic hemorrhage of intracranial epidural space due to birth trauma (disorder)"
"722906002","Intracranial hemorrhage due to birth trauma (disorder)"
"722905003","Intracranial laceration due to birth trauma (disorder)"
"722584008","Fetal or neonatal non-traumatic hemorrhage of subdural space of brain (disorder)"
"722583002","Fetal or neonatal non-traumatic hemorrhage of subarachnoid space of brain (disorder)"
"722581000","Fetal or neonatal non-traumatic intraventricular hemorrhage (disorder)"
"722580004","Fetal or neonatal intraventricular non-traumatic hemorrhage grade 4 (disorder)"
"722576009","Injury of brain stem due to birth trauma (disorder)"
"722575008","Traumatic hemorrhage of cerebellum due to birth trauma (disorder)"
"722451006","Gomez Lopez Hernandez syndrome (disorder)"
"722385008","Cerebral dysgenesis, neuropathy, ichthyosis, palmoplantar keratoderma syndrome (disorder)"
"722036008","Megalencephaly, polymicrogyria, postaxial polydactyly, hydrocephalus syndrome (disorder)"
"721873007","Joubert syndrome with orofaciodigital defect (disorder)"
