"code","description"
"197681000","Acute nephritic syndrome, minor glomerular abnormality (disorder)"
"197682007","Acute nephritic syndrome, focal and segmental glomerular lesions (disorder)"
"197683002","Acute nephritic syndrome, diffuse membranous glomerulonephritis (disorder)"
"197684008","Acute nephritic syndrome, diffuse mesangial proliferative glomerulonephritis (disorder)"
"197685009","Acute nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis (disorder)"
"236393009","Endocapillary glomerulonephritis (disorder)"
"197686005","Acute nephritic syndrome, diffuse mesangiocapillary glomerulonephritis (disorder)"
"368871000119106","Acute nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder)"
"197687001","Acute nephritic syndrome, dense deposit disease (disorder)"
"197688006","Acute nephritic syndrome, diffuse crescentic glomerulonephritis (disorder)"
"197579006","Acute proliferative glomerulonephritis (disorder)"
"197580009","Acute nephritis with lesions of necrotizing glomerulitis (disorder)"
"197583006","Acute exudative nephritis (disorder)"
"19351000","Acute glomerulonephritis (disorder)"
"58574008","Acute nephropathy (disorder)"
"61503006","Acute nephritis (disorder)"
"68544003","Acute post-streptococcal glomerulonephritis (disorder)"
"197584000","Acute focal nephritis (disorder)"
"197585004","Acute diffuse nephritis (disorder)"
"197690007","Rapidly progressive nephritic syndrome, minor glomerular abnormality (disorder)"
"197691006","Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions (disorder)"
"197692004","Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis (disorder)"
"197693009","Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis (disorder)"
"197694003","Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis (disorder)"
"197695002","Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis (disorder)"
"368881000119109","Rapidly progressive nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder)"
"197696001","Rapidly progressive nephritic syndrome, dense deposit disease (disorder)"
"197697005","Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis (disorder)"
"123609007","Subacute glomerulonephritis (disorder)"
"197689003","Rapidly progressive nephritic syndrome (disorder)"
"236392004","Rapidly progressive glomerulonephritis (disorder)"
"445258009","Idiopathic rapidly progressive glomerulonephritis (disorder)"
"714823009","Recurrent hematuria co-occurrent and due to minor glomerular abnormality (disorder)"
"714824003","Persistent hematuria co-occurrent and due to minor glomerular abnormality (disorder)"
"714827005","Recurrent hematuria co-occurrent and due to focal and segmental glomerular lesions (disorder)"
"714828000","Persistent hematuria co-occurrent and due to focal and segmental glomerular lesions (disorder)"
"714821006","Recurrent hematuria co-occurrent and due to diffuse membranous glomerulonephritis (disorder)"
"714822004","Persistent hematuria co-occurrent and due to diffuse membranous glomerulonephritis (disorder)"
"714825002","Recurrent hematuria co-occurrent and due to diffuse mesangial proliferative glomerulonephritis (disorder)"
"714826001","Persistent hematuria co-occurrent and due to diffuse mesangial proliferative glomerulonephritis (disorder)"
"714817004","Recurrent hematuria co-occurrent and due to diffuse endocapillary proliferative glomerulonephritis (disorder)"
"714818009","Persistent hematuria co-occurrent and due to diffuse endocapillary proliferative glomerulonephritis (disorder)"
"714819001","Recurrent hematuria co-occurrent and due to diffuse mesangiocapillary glomerulonephritis (disorder)"
"714820007","Persistent hematuria co-occurrent and due to diffuse mesangiocapillary glomerulonephritis (disorder)"
"714813000","Recurrent hematuria co-occurrent and due to dense deposit disease (disorder)"
"714814006","Persistent hematuria co-occurrent and due to dense deposit disease (disorder)"
"714815007","Recurrent hematuria co-occurrent and due to diffuse crescentic glomerulonephritis (disorder)"
"714816008","Persistent hematuria co-occurrent and due to diffuse crescentic glomerulonephritis (disorder)"
"68779003","Primary immunoglobulin A nephropathy (disorder)"
"236407003","Immunoglobulin A nephropathy (disorder)"
"282364005","Immunoglobulin A nephropathy associated with liver disease (disorder)"
"445404003","Familial immunoglobulin A nephropathy (disorder)"
"197627003","Recurrent benign hematuria syndrome (disorder)"
"281855006","Persistent frank hematuria (disorder)"
"281856007","Recurrent frank hematuria (disorder)"
"281857003","Persistent microscopic hematuria (disorder)"
"281858008","Recurrent microscopic hematuria (disorder)"
"281859000","Persistent hematuria (disorder)"
"281860005","Recurrent hematuria (disorder)"
"197708002","Chronic nephritic syndrome, minor glomerular abnormality (disorder)"
"197618004","Chronic focal glomerulonephritis (disorder)"
"197709005","Chronic nephritic syndrome, focal and segmental glomerular lesions (disorder)"
"722147003","Focal segmental glomerulosclerosis due to sickle cell disease (disorder)"
"722119002","Idiopathic membranous glomerulonephritis (disorder)"
"722168002","Membranous glomerulonephritis co-occurrent with infectious disease (disorder)"
"28191000119109","Chronic nephritic syndrome with membranous glomerulonephritis (disorder)"
"197613008","Chronic mesangial proliferative glomerulonephritis (disorder)"
"197712008","Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis (disorder)"
"197713003","Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis (disorder)"
"368901000119106","Chronic nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder)"
"197714009","Chronic nephritic syndrome, dense deposit disease (disorder)"
"718192000","Non-amyloid fibrillary glomerulonephritis (disorder)"
"722760002","Dense deposit disease (disorder)"
"726082003","Immunotactoid glomerulonephritis (disorder)"
"197715005","Chronic nephritic syndrome, diffuse crescentic glomerulonephritis (disorder)"
"197617009","Chronic exudative glomerulonephritis (disorder)"
"197619007","Chronic diffuse glomerulonephritis (disorder)"
"236418003","Thin basement membrane disease (disorder)"
"722758004","Complement component 3 glomerulopathy (disorder)"
"722761003","Complement component 3 glomerulonephritis (disorder)"
"195791000119101","Chronic proliferative glomerulonephritis (disorder)"
"367051000119105","Morphologic change of kidney due to chronic nephritic syndrome (disorder)"
"20917003","Chronic glomerulonephritis (disorder)"
"197707007","Chronic nephritic syndrome (disorder)"
"236525007","Chronic radiation nephritis (disorder)"
"40391000119106","Secondary chronic nephritis (disorder)"
"197593004","Nephrotic syndrome, minor glomerular abnormality (disorder)"
"266549004","Nephrotic syndrome with minimal change glomerulonephritis (disorder)"
"197594005","Nephrotic syndrome, focal and segmental glomerular lesions (disorder)"
"236385009","Drash syndrome (disorder)"
"722369003","Congenital nephrotic syndrome due to diffuse mesangial sclerosis (disorder)"
"197590001","Nephrotic syndrome with membranous glomerulonephritis (disorder)"
"197591002","Nephrotic syndrome with membranoproliferative glomerulonephritis (disorder)"
"197595006","Nephrotic syndrome, diffuse membranous glomerulonephritis (disorder)"
"197596007","Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis (disorder)"
"197589005","Nephrotic syndrome with proliferative glomerulonephritis (disorder)"
"197597003","Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis (disorder)"
"197598008","Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis (disorder)"
"368911000119109","Nephrotic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder)"
"197599000","Nephrotic syndrome, dense deposit disease (disorder)"
"197600002","Nephrotic syndrome, diffuse crescentic glomerulonephritis (disorder)"
"197601003","Finnish congenital nephrotic syndrome (disorder)"
"236380004","Steroid-sensitive nephrotic syndrome (disorder)"
"236382007","Steroid-dependent nephrotic syndrome (disorder)"
"445119005","Steroid sensitive nephrotic syndrome of childhood (disorder)"
"723449004","Pierson syndrome (disorder)"
"771447009","Laminin subunit beta 2 related infantile-onset nephrotic syndrome (disorder)"
"783614008","Familial steroid-resistant nephrotic syndrome with sensorineural deafness (disorder)"
"40233000","Nephrotic-nephritic syndrome (disorder)"
"48796009","Congenital nephrotic syndrome (disorder)"
"52254009","Nephrotic syndrome (disorder)"
"236381000","Steroid-resistant nephrotic syndrome (disorder)"
"236530006","Pulmonic stenosis and congenital nephrosis (disorder)"
"363234001","Nephrotic syndrome secondary to systemic disease (disorder)"
"449820008","Steroid resistant nephrotic syndrome of childhood (disorder)"
"705065000","Childhood nephrotic syndrome (disorder)"
"713695001","Nephrotic syndrome co-occurrent with human immunodeficiency virus infection (disorder)"
"717191005","Sporadic idiopathic steroid-resistant nephrotic syndrome (disorder)"
"717760006","Multi-drug resistant nephrotic syndrome (disorder)"
"718141008","Familial idiopathic steroid-resistant nephrotic syndrome (disorder)"
"721297008","Galloway Mowat syndrome (disorder)"
"722118005","Congenital nephrotic syndrome due to congenital infection (disorder)"
"733453005","Congenital nephrotic syndrome, interstitial lung disease, epidermolysis bullosa syndrome (disorder)"
"773647007","Nephrotic syndrome, deafness, pretibial epidermolysis bullosa syndrome (disorder)"
"74011000119107","Renal anasarca (disorder)"
"1081801000112100","Acute nephrotic syndrome (disorder)"
"44785005","Minimal change disease (disorder)"
"236399008","Steroid-sensitive minimal change glomerulonephritis (disorder)"
"236400001","Steroid-resistant minimal change glomerulonephritis (disorder)"
"236401002","Steroid-dependent minimal change glomerulonephritis (disorder)"
