"code","description"
"1085671000119100","Congenital malformation of larynx and trachea (disorder)"
"1085351000119101","Cleft of soft palate and cleft lip (disorder)"
"1085341000119103","Cleft of soft palate and bilateral cleft lip (disorder)"
"1085331000119107","Cleft palate and bilateral cleft lip (disorder)"
"1085301000119100","Cleft of hard palate and cleft lip (disorder)"
"1085291000119101","Uranostaphyloschisis with cleft lip (disorder)"
"328641000119109","Genetic disorder of surfactant dysfunction (disorder)"
"83031000119105","Congenital malformation of nasal septum (disorder)"
"63061000119104","Fetal cleft lip (disorder)"
"840510006","Congenital absence of epiglottis (disorder)"
"840493007","Congenital lobar emphysema of bilateral lungs (disorder)"
"840426005","Developmental anomaly of bilateral pleurae (disorder)"
"838370001","Agenesis of bilateral lungs (disorder)"
"818951009","Congenital respiratory biliary fistula (disorder)"
"788875002","Bilateral cleft lip and alveolus (disorder)"
"787413007","Bifid nose (disorder)"
"784350004","Craniorhiny (disorder)"
"783407004","Incomplete cleft palate (disorder)"
"783400002","Complete cleft of hard palate (disorder)"
"767030009","Congenital dysplasia of right lobe of lung co-occurrent with congenital vascular malformation (disorder)"
"767029004","Congenital dysplasia of left lobe of lung co-occurrent with congenital vascular malformation (disorder)"
"766761000","X-linked cleft palate and ankyloglossia (disorder)"
"765763007","Congenital cyst of larynx (disorder)"
"764092008","Left cleft lip (disorder)"
"764091001","Right cleft lip (disorder)"
"763754008","Incomplete left cleft lip (disorder)"
"763753002","Incomplete right cleft lip (disorder)"
"763735008","Bilateral complete cleft lip and bilateral complete cleft of alveolus (disorder)"
"763734007","Complete right cleft lip (disorder)"
"763733001","Complete left cleft lip (disorder)"
"763728000","Complete right cleft lip and complete right cleft of alveolus (disorder)"
"763727005","Complete left cleft lip and complete left cleft of alveolus (disorder)"
"763532008","Familial nasal acilia (disorder)"
"763499004","Incomplete right cleft lip and incomplete right cleft of alveolus (disorder)"
"763498007","Incomplete left cleft lip and incomplete left cleft of alveolus (disorder)"
"763109002","Central cleft of soft palate (disorder)"
"763108005","Submucous cleft palate (disorder)"
"762660007","Cleft palate with bilateral cleft lip and alveolus (disorder)"
"762588005","Cleft hard and soft palate with right cleft lip and alveolus (disorder)"
"762587000","Cleft hard and soft palate with left cleft lip and alveolus (disorder)"
"762586009","Cleft hard and soft palate with bilateral cleft lip and alveolus (disorder)"
"762585008","Cleft soft palate with right cleft lip and alveolus (disorder)"
"762584007","Cleft soft palate with left cleft lip and alveolus (disorder)"
"762583001","Cleft soft palate with bilateral cleft lip and alveolus (disorder)"
"762582006","Cleft hard palate with right cleft lip and alveolus (disorder)"
"762581004","Cleft hard palate with left cleft lip and alveolus (disorder)"
"762580003","Cleft hard palate with bilateral cleft lip and alveolus (disorder)"
"762410008","Cleft palate with right cleft lip (disorder)"
"762409003","Cleft palate with left cleft lip (disorder)"
"762408006","Cleft hard and soft palate with right cleft lip (disorder)"
"762407001","Cleft hard and soft palate with left cleft lip (disorder)"
"762406005","Cleft soft palate with right cleft lip (disorder)"
"762405009","Cleft soft palate with left cleft lip (disorder)"
"762404008","Cleft hard palate with right cleft lip (disorder)"
"762403002","Cleft hard palate with left cleft lip (disorder)"
"762195006","Congenital bronchogenic cyst (disorder)"
"737185000","Congenital hyperplasia of lung (disorder)"
"734477008","Congenital hydrothorax (disorder)"
"724068001","Pericardial and diaphragmatic defect syndrome (disorder)"
"723383005","Midline cleft of lower lip (disorder)"
"722917001","Congenital cyst of aryepiglottic fold (disorder)"
"722913002","Congenital pulmonary hypoplasia due to lung space occupying lesion (disorder)"
"722912007","Congenital pulmonary hypoplasia due to prolonged premature rupture of membranes (disorder)"
"722458000","Matthew Wood syndrome (disorder)"
"722375007","Bamforth Lazarus syndrome (disorder)"
"722027009","Kallman syndrome with heart disease (disorder)"
"721976003","Lung agenesis with heart defect and thumb anomaly syndrome (disorder)"
"720394008","Congenital tracheobiliary fistula (disorder)"
"719452004","Congenital bronchobiliary fistula (disorder)"
"719282008","Primary ciliary dyskinesia and retinitis pigmentosa syndrome (disorder)"
"719163006","Accessory anterior naris (disorder)"
"719042007","Uveal coloboma with cleft lip and palate and intellectual disability syndrome (disorder)"
"718552009","Familial median cleft of upper and lower lip (disorder)"
"716279002","Congenital duplication of nose (disorder)"
"716248001","Cleft lip and cleft palate with ectodermal dysplasia syndrome (disorder)"
"716166002","Microcornea with glaucoma and absent frontal sinus syndrome (disorder)"
"715828006","Proboscis lateralis (disorder)"
"708029009","Congenital pulmonary acinar dysplasia (disorder)"
"708028001","Congenital pulmonary alveolar capillary dysplasia (disorder)"
"702644002","Congenital stenosis of nasal pyriform aperture (disorder)"
"702612001","Congenital aplasia of lung (disorder)"
"699700006","Median cleft lip and alveolus (disorder)"
"697916007","Pulmonary hypertension due to developmental abnormality of the lung (disorder)"
"458427003","Bridging bronchus (disorder)"
"448915004","Cleft of hard palate (disorder)"
"448648001","Bilateral trilobed lungs due to isomerism of right lung (disorder)"
"448647006","Bilateral bilobed lungs due to isomerism of left lung (disorder)"
"448412007","Tracheal origin of right upper lobe bronchus (disorder)"
"448305002","Vascular ring with malrotation and dextroversion of heart and hypoplasia of right lung and left arterial duct (disorder)"
"448202002","Left bronchial isomerism (disorder)"
"447821002","Congenital posterolateral diaphragmatic hernia (disorder)"
"447811005","Congenital stenosis of trachea due to tracheal web (disorder)"
"447810006","Congenital stenosis of trachea due to complete rings (disorder)"
"447674005","Right bronchial isomerism (disorder)"
"447275002","Alveolar capillary dysplasia with pulmonary venous misalignment (disorder)"
"447085008","Functionally congenital single lung (disorder)"
"446656007","Mirror image bronchial anatomy (disorder)"
"444964001","Lungs in mirror image arrangement (disorder)"
"444921008","Subglottic web (disorder)"
"431040002","Velopharyngeal incompetence due to cleft palate (disorder)"
"398147005","Abnormal communication between pericardial sac and pleura (disorder)"
"397433001","Congenital tracheal collapse (disorder)"
"373643003","Cleft lip and alveolus (disorder)"
"367468008","Congenital atresia of nares (disorder)"
"338486003","Cheilognathouranoschisis (disorder)"
"337471007","Cleft upper lip, upper jaw AND palate (disorder)"
"308132000","Dysplasia of larynx (disorder)"
"308131007","Dysplasia of vocal cord (disorder)"
"306953000","Laryngeal cleft type IV (disorder)"
"306951003","Laryngeal cleft type III (disorder)"
"306950002","Laryngeal cleft type II (disorder)"
