"code","description"
"294031000119103","Episodic paroxysmal hemicrania (disorder)"
"290531000119102","Intractable chronic tension headache (disorder)"
"145611000119107","Allergic migraine (disorder)"
"124171000119105","Chronic intractable migraine without aura (disorder)"
"124081000119107","Menstrual status migrainosus (disorder)"
"124001000119104","Status migrainosus co-occurrent and due to migraine without aura (disorder)"
"762354003","Persistent headache due to and following injury of head (disorder)"
"725058003","Short-lasting unilateral neuralgiform headache attacks with conjunctival injection and tearing syndrome (disorder)"
"722982003","Frequent episodic tension-type headache (disorder)"
"722981005","Infrequent episodic tension-type headache (disorder)"
"699694000","Chronic post-concussion headache (disorder)"
"699314009","Migraine with persistent visual aura (disorder)"
"449814007","Trigeminal autonomic cephalalgia (disorder)"
"445322004","Migraine variant with headache (disorder)"
"443095000","Hemicrania continua (disorder)"
"443094001","Paroxysmal hemicrania (disorder)"
"427419006","Transformed migraine (disorder)"
"425936006","Intractable ophthalmic migraine (disorder)"
"425365009","Refractory migraine variants (disorder)"
"425007008","Migraine without aura, not refractory (disorder)"
"424699007","Migraine variants, not intractable (disorder)"
"423894005","Refractory migraine (disorder)"
"423683008","Refractory migraine with aura (disorder)"
"423279000","Refractory migraine without aura (disorder)"
"398057008","Tension-type headache (disorder)"
"230481005","Idiopathic stabbing headache (disorder)"
"230478000","Low pressure headache (disorder)"
"230477005","Chronic post-traumatic headache (disorder)"
"230476001","Atypical cluster headache (disorder)"
"230475002","Chronic cluster headache evolved from episodic cluster headache (disorder)"
"230474003","Chronic cluster headache unremitting from onset (disorder)"
"230473009","Chronic cluster headache (disorder)"
"230472004","Episodic cluster headache (disorder)"
"230471006","Chronic tension-type headache (disorder)"
"230470007","Episodic tension-type headache (disorder)"
"230468003","Migraine with ischemic complication (disorder)"
"230467008","Status migrainosus (disorder)"
"230465000","Migraine aura without headache (disorder)"
"230464001","Non-familial hemiplegic migraine (disorder)"
"230462002","Migraine with typical aura (disorder)"
"193039006","Complicated migraine (disorder)"
"193031009","Cluster headache syndrome (disorder)"
"193030005","Migraine variants (disorder)"
"128187005","Vascular headache (disorder)"
"95657009","Chronic mixed headache syndrome (disorder)"
"95656000","Familial hemiplegic migraine (disorder)"
"95655001","Ophthalmic migraine (disorder)"
"95654002","Chronic paroxysmal hemicrania (disorder)"
"95653008","Acute confusional migraine (disorder)"
"83351003","Basilar migraine (disorder)"
"79267007","Retinal migraine (disorder)"
"75879005","Abdominal migraine (disorder)"
"61830005","Sphenopalatine neuralgia (disorder)"
"59292006","Hemiplegic migraine (disorder)"
"56097005","Migraine without aura (disorder)"
"49605003","Ophthalmoplegic migraine (disorder)"
"37796009","Migraine (disorder)"
"26150009","Lower half migraine (disorder)"
"4473006","Migraine with aura (disorder)"
"4448006","Allergic headache (disorder)"
