"code","description"
"589157321000132102","Diverticulum of peri-ampullary tissue of hepatopancreatic ampulla (disorder)"
"206335051000132108","Cyst of stomach (disorder)"
"16899261000119106","Atherosclerosis of superior mesenteric artery (disorder)"
"16715971000119108","Acute infarction of small intestine (disorder)"
"16098491000119109","Chronic autoimmune hepatitis (disorder)"
"14720231000119109","Epiploic appendagitis (disorder)"
"13570001000004105","Infarct of rectum (disorder)"
"13008751000119103","Allergic proctocolitis caused by food protein (disorder)"
"10743231000119101","Stenosis of small intestine co-occurrent and due to Crohn's disease (disorder)"
"10690671000119109","Stage 3 hepatic fibrosis (disorder)"
"1092881000119105","Rectal hemorrhage due to ulcerative colitis (disorder)"
"1092871000119107","Intestinal obstruction due to ulcerative colitis (disorder)"
"1092861000119101","Fistula of intestine due to ulcerative colitis (disorder)"
"1092851000119103","Complication due to ulcerative colitis (disorder)"
"1092841000119100","Abscess of intestine co-occurrent and due to ulcerative colitis (disorder)"
"1092691000119109","Hepatic coma due to subacute liver failure (disorder)"
"1087811000119103","Gastric hemorrhage due to irritant gastritis (disorder)"
"1087161000119105","Gastric hemorrhage due to hypertrophic gastritis (disorder)"
"1086951000119108","Gastric hemorrhage due to vascular ectasia of gastric antrum (disorder)"
"1086791000119100","Erosive gastritis (disorder)"
"1086601000119100","Intestinal hemorrhage co-occurrent and due to diverticulosis (disorder)"
"1086591000119107","Hemorrhage of sigmoid colon co-occurrent and due to diverticulosis (disorder)"
"1086581000119109","Hemorrhage of jejunum co-occurrent and due to diverticulosis (disorder)"
"1086571000119106","Hemorrhage of ileum co-occurrent and due to diverticulosis (disorder)"
"1086561000119100","Hemorrhage of duodenum co-occurrent and due to diverticulosis (disorder)"
"1086551000119102","Hemorrhage of cecum due to diverticulosis (disorder)"
"1086541000119104","Perforation of intestine due to diverticulitis of gastrointestinal tract (disorder)"
"1086491000119108","Perforation of small intestine due to diverticulitis (disorder)"
"1086481000119105","Perforation of small intestine co-occurrent with hemorrhage due to diverticulitis (disorder)"
"1086461000119101","Hemorrhage of small intestine due to diverticulitis (disorder)"
"1086441000119100","Perforation of large and small intestine due to diverticulitis (disorder)"
"1086381000119102","Perforation of sigmoid colon due to diverticulitis (disorder)"
"1086341000119107","Abscess of sigmoid colon co-occurrent and due to diverticulitis (disorder)"
"1086331000119103","Perforation of jejunum co-occurrent and due to diverticulitis (disorder)"
"1086291000119109","Abscess of jejunum co-occurrent and due to diverticulitis (disorder)"
"1086281000119106","Perforation of ileum due to diverticulitis (disorder)"
"1086241000119101","Abscess of ileum co-occurrent and due to diverticulitis (disorder)"
"1086231000119105","Perforation of duodenum due to diverticulitis (disorder)"
"1086191000119101","Abscess of duodenum co-occurrent and due to diverticulitis (disorder)"
"1086151000119106","Perforation of cecum due to diverticulitis (disorder)"
"1086111000119105","Abscess of cecum co-occurrent and due to diverticulitis (disorder)"
"1086031000119101","Duodenal hemorrhage due to Dieulafoy vascular malformation of duodenum (disorder)"
"1085941000119104","Rectal hemorrhage due to Crohn's disease (disorder)"
"1085931000119108","Intestinal obstruction due to Crohn's disease (disorder)"
"1085911000119103","Complication due to Crohn's disease (disorder)"
"1085901000119101","Abscess of intestine co-occurrent and due to Crohn's disease (disorder)"
"1085891000119100","Rectal hemorrhage due to Crohn's disease of small intestine (disorder)"
"1085881000119103","Intestinal obstruction due to Crohn's disease of small intestine (disorder)"
"1085871000119101","Fistula of small intestine due to Crohn's disease (disorder)"
"1085861000119107","Complication due to Crohn's disease of small intestine (disorder)"
"1085851000119105","Abscess of intestine co-occurrent and due to Crohn's disease of small intestine (disorder)"
"1085841000119108","Rectal hemorrhage due to Crohn's disease of small and large intestines (disorder)"
"1085831000119104","Intestinal obstruction due to Crohn's disease of small and large intestine (disorder)"
"1085821000119102","Fistula of intestine due to Crohn's disease of small and large intestine (disorder)"
"1085811000119109","Complication due to Crohn's disease of small and large intestines (disorder)"
"1085801000119106","Abscess of intestine co-occurrent and due to Crohn's disease of small and large intestine (disorder)"
"1085791000119105","Rectal hemorrhage due to Crohn's disease of large intestine (disorder)"
"1085781000119107","Intestinal obstruction due to Crohn's disease of large intestine (disorder)"
"1085771000119109","Fistula of large intestine due to Crohn's disease (disorder)"
"1085761000119103","Complication due to Crohn's disease of large intestine (disorder)"
"1085751000119100","Abscess of intestine co-occurrent and due to Crohn's disease of large intestine (disorder)"
"1085421000119104","Intestinal obstruction due to colonic inflammatory polyps (disorder)"
"1085411000119106","Fistula of intestine due to inflammatory polyps of colon (disorder)"
"1085391000119106","Abscess of intestine co-occurrent and due to colonic inflammatory polyps (disorder)"
"1085271000119102","Rectal hemorrhage due to chronic ulcerative rectosigmoiditis (disorder)"
"1085261000119108","Intestinal obstruction due to chronic ulcerative rectosigmoiditis (disorder)"
"1085251000119106","Fistula of large intestine due to chronic ulcerative rectosigmoiditis (disorder)"
"1085241000119109","Complication due to chronic ulcerative rectosigmoiditis (disorder)"
"1085231000119100","Abscess of intestine co-occurrent and due to chronic ulcerative rectosigmoiditis (disorder)"
"1085221000119103","Rectal hemorrhage due to chronic ulcerative proctitis (disorder)"
"1085211000119105","Intestinal obstruction due to chronic ulcerative proctitis (disorder)"
"1085201000119107","Fistula of intestine due to chronic ulcerative proctitis (disorder)"
"1085191000119109","Complication due to chronic ulcerative proctitis (disorder)"
"1085181000119106","Abscess of intestine co-occurrent and due to chronic ulcerative proctitis (disorder)"
"1085171000119108","Rectal hemorrhage due to chronic ulcerative pancolitis (disorder)"
"1085161000119102","Intestinal obstruction due to chronic ulcerative pancolitis (disorder)"
"1085151000119104","Fistula of intestine due to chronic ulcerative pancolitis (disorder)"
"1085141000119101","Complication due to chronic ulcerative pancolitis (disorder)"
"1085131000119105","Abscess of intestine co-occurrent and due to chronic ulcerative pancolitis (disorder)"
"1085121000119107","Gastric hemorrhage due to chronic superficial gastritis (disorder)"
"1085091000119108","Hepatic coma due to chronic hepatic failure (disorder)"
