"code","description"
"15964981000119104","Congenital anomaly of cardiac chamber (disorder)"
"286361000119101","Total anomalous pulmonary venous connection to superior vena cava (disorder)"
"286351000119103","Total anomalous pulmonary venous connection to right atrium (disorder)"
"286341000119100","Total anomalous pulmonary venous connection to hepatic vein (disorder)"
"286331000119109","Total anomalous pulmonary venous connection to coronary sinus (disorder)"
"286071000119109","Congenital peripheral pulmonary artery stenosis (disorder)"
"285251000119101","Dextrotransposition of the great arteries (disorder)"
"41371000119100","Shone complex (disorder)"
"7991000119102","Congenital dilatation of aortic root (disorder)"
"874782009","Acquired abnormality of atrioventricular (not morphologically mitral or tricuspid) following repair of atrioventricular septal defect (disorder)"
"871672003","Atypical right ventricular component of common atrioventricular valve (disorder)"
"871669005","Acquired abnormality of aorta due to congenital heart anomaly (disorder)"
"871668002","Congenital right ventricular anomaly (disorder)"
"871667007","Disorder of ascending aorta due to conotruncal malformation (disorder)"
"871666003","Atypical left ventricular component of common atrioventricular valve (disorder)"
"871660009","Congenital anomaly of left ventricle (disorder)"
"871659004","Double inlet to solitary ventricle of indeterminate morphology (disorder)"
"871658007","Muscular ventricular septal defect opening to right ventricular inlet (disorder)"
"871655005","Tricuspid atresia with absent right atrioventricular connection (disorder)"
"871654009","Congenital hypoplasia of anulus fibrosus of aorta (disorder)"
"871650000","Common arterial trunk with pulmonary dominance and aortic coarctation (disorder)"
"871648008","Perimembranous outlet ventricular septal defect with posteriorly malaligned outlet septum (disorder)"
"871645006","Common atrium with separate arterioventricular junctions (disorder)"
"871643004","Atrioventricular septal defect with balanced ventricles (disorder)"
"871636005","Doubly committed juxta-arterial ventricular septal defect with anteriorly malaligned fibrous outlet septum and muscular postero-inferior rim (disorder)"
"871630004","Atrioventricular septal defect with ventricular imbalance (disorder)"
"871627006","Common atrium with common atrioventricular junction (disorder)"
"871625003","Intermediate atrioventricular septal defect with atrial and ventricular components and separate atrioventricular valves (disorder)"
"871624004","Common atrioventricular valve with unbalanced commitment of valve to right ventricle (disorder)"
"871622000","Common atrioventricular valve with unbalanced commitment of valve to ventricle (disorder)"
"871620008","Perimembranous inlet ventricular septal defect (disorder)"
"871618005","Congenital dysplasia of truncal valve (disorder)"
"871614007","Abnormal intrapericardial course of great arteries (disorder)"
"871613001","Right hand pattern ventricular topology (disorder)"
"871612006","Anterior muscular trabecular ventricular septal defect (disorder)"
"871611004","Doubly committed juxta-arterial outlet ventricular septal defect with posteriorly malaligned outlet septum (disorder)"
"871610003","Doubly committed juxta-arterial outlet ventricular septal defect with perimembranous extension (disorder)"
"871609008","Doubly committed juxta-arterial outlet ventricular septal defect with anteriorly malaligned outlet septum (disorder)"
"871607005","Doubly committed juxta-arterial outlet ventricular septal defect with perimembranous extension and anteriorly malaligned outlet septum (disorder)"
"871606001","Outlet ventricular septal defect with anteriorly malaligned outlet septum (disorder)"
"871605002","Transposition of great arteries with concordant atrioventricular connections and ventricular septal defect and left ventricular outflow tract obstruction (disorder)"
"871604003","Doubly committed juxta-arterial outlet ventricular septal defect with perimembranous extension and posteriorly malaligned outlet septum (disorder)"
"871603009","Transposition of great arteries with concordant atrioventricular connections and ventricular septal defect (disorder)"
"871602004","Perimembranous outlet ventricular septal defect with anteriorly malaligned outlet septum (disorder)"
"871601006","Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis Fallot type (disorder)"
"871600007","Outlet ventricular septal defect with posteriorly malaligned outlet septum (disorder)"
"871599009","Double outlet right ventricle with subaortic or doubly committed ventricular septal defect and pulmonary stenosis Fallot type (disorder)"
"871597006","Congenital dysplasia of aortic valve (disorder)"
"871594004","Congenital stenosis of truncal valve (disorder)"
"871588007","Innominate artery compression syndrome (disorder)"
"871585005","Congenital anomaly of right-sided atrioventricular valve in double inlet ventricle (disorder)"
"871583003","Congenital anomaly of left-sided atrioventricular valve in double inlet ventricle (disorder)"
"871581001","Inferior muscular trabecular ventricular septal defect (disorder)"
"871579003","Perimembranous inlet ventricular septal defect with atrioventricular septal malalignment (disorder)"
"870323006","Obstructed anomalous pulmonary venous pathway (disorder)"
"866118008","Left hand pattern ventricular topology (disorder)"
"840517009","Atrioventricular septal defect, atrial and ventricular components with common atrioventricular valve with unbalanced commitment of valve to right ventricle (disorder)"
"840507004","Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis (disorder)"
"840497008","Atrioventricular septal defect, atrial and ventricular components with common atrioventricular valve with unbalanced commitment of valve to left ventricle (disorder)"
"840495000","Common atrioventricular junction with spontaneous fibrous closure of atrioventricular septal defect (disorder)"
"840469002","Deficient mural leaflet of left ventricular component of common atrioventricular valve (disorder)"
"838333005","Atresia of mitral valve with absent atrioventricular connection (disorder)"
"827078006","Eisenmenger ventricular septal defect (disorder)"
"788533006","Congenital abnormality of atrium (disorder)"
"784353002","Pulmonary valve agenesis, intact ventricular septum, persistent ductus arteriosus syndrome (disorder)"
"783773000","Congenital abnormal number of ostium of coronary artery (disorder)"
"782773005","Lethal arteriopathy syndrome due to fibulin-4 deficiency (disorder)"
"782699008","Congenital stenosis of ostium of coronary artery (disorder)"
"782698000","Congenital atresia of ostium of coronary artery (disorder)"
"781159007","Congenital levorotation of heart (disorder)"
"781065009","Transposition of inferior vena cava (disorder)"
