"code","description"
"237566004","Congenital iodine deficiency syndrome - neurological type (disorder)"
"64491003","Myxedematous form of cretinism (disorder)"
"440092001","Endemic congenital iodine deficiency syndrome of myxedematous type (disorder)"
"237565000","Congenital iodine deficiency syndrome - mixed type (disorder)"
"75065003","Endemic cretinism (disorder)"
"84781002","Sporadic cretinism (disorder)"
"217710005","Congenital iodine deficiency syndrome (disorder)"
"722939004","Congenital hypothyroidism due to iodine deficiency (disorder)"
"23536000","Iodotyrosyl coupling defect (disorder)"
"278503003","Congenital hypothyroidism with diffuse goiter (disorder)"
"22558005","Iodide transport defect (disorder)"
"50375007","Thyroid hormone responsiveness defect (disorder)"
"56041007","Hypothyroidism due to defect in thyroid hormone synthesis (disorder)"
"92978002","Congenital absence of thyroid gland (disorder)"
"190268003","Congenital hypothyroidism (disorder)"
"206457007","Neonatal jaundice with congenital hypothyroidism (disorder)"
"215677009","Congenital hypothyroidism with ectopic thyroid (disorder)"
"237515009","Congenital hypothyroidism without goiter (disorder)"
"237516005","Congenital thyroid hypoplasia (disorder)"
"237517001","Congenital atrophy of thyroid (disorder)"
"237559000","Thyroid hormone resistance syndrome (disorder)"
"237560005","Generalized thyroid hormone resistance (disorder)"
"360348000","Pituitary thyroid hormone resistance (disorder)"
"367524008","Hypoplasia of thyroid (disorder)"
"702327009","Monocarboxylate transporter 8 deficiency (disorder)"
"715734006","Congenital absence of half of thyroid (disorder)"
"716338001","Muscular pseudohypertrophy and hypothyroidism syndrome (disorder)"
"717334008","Idiopathic congenital hypothyroidism (disorder)"
"718183003","Familial thyroid dyshormonogenesis (disorder)"
"718193005","Peripheral resistance to thyroid hormone (disorder)"
"718194004","Hypothyroidism due to mutation in transcription factor of pituitary development (disorder)"
"718690009","Congenital hypothyroidism due to absence of thyroid gland (disorder)"
"722375007","Bamforth Lazarus syndrome (disorder)"
"722938007","Congenital central hypothyroidism (disorder)"
"725462002","Congenital central hypothyroidism due to thyrotropin-releasing hormone receptor deficiency (disorder)"
"763890006","Short stature with delayed bone age due to thyroid hormone metabolism deficiency (disorder)"
"771510006","X-linked central congenital hypothyroidism with late-onset testicular enlargement (disorder)"
"8868001","Dyshormonogenetic goiter AND iodide leak (disorder)"
"17885001","Iodotyrosine deiodination defect (disorder)"
"63127008","Thyroglobulin synthesis defect (disorder)"
"70348004","Pendred's syndrome (disorder)"
"190304001","Dyshormonogenic goiter (disorder)"
"237554005","Familial dyshormonogenetic goiter (disorder)"
"237555006","Hypothyroidism due to iodide trapping defect (disorder)"
"237556007","Hypothyroidism due to iodide organification defect (disorder)"
"2041006","Eunuchoid gigantism (disorder)"
"3652007","Overproduction of growth hormone (disorder)"
"12331003","Gigantism due to somatostatin deficiency (disorder)"
"27713005","Arthropathy associated with acromegaly (disorder)"
"74107003","Acromegaly (disorder)"
"80849007","Gigantism (disorder)"
"86073008","Hypersomatotropic gigantism (disorder)"
"230581008","Neuropathy in acromegaly (disorder)"
"267386008","Gigantism and acromegaly (disorder)"
"403254007","Hypermelanosis due to acromegaly (disorder)"
"773645004","Familial infantile gigantism (disorder)"
"789187001","X-linked acrogigantism due to Xq26 microduplication (disorder)"
"442001","Secondary hypopituitarism (disorder)"
"2109003","Isolated somatotropin deficiency (disorder)"
"7530009","Asexual dwarfism (disorder)"
"7990002","Immunoglobulinemia with isolated somatotropin deficiency (disorder)"
"8829008","Isolated lutropin deficiency (disorder)"
"10340008","Isolated gonadotropin deficiency (disorder)"
"14289006","Myopathy in hypopituitarism (disorder)"
"18200000","Autosomal recessive isolated somatotropin deficiency (disorder)"
"20900005","Nonfamilial asexual dwarfism (disorder)"
"22306000","Transient somatotropin deficiency (disorder)"
"27270004","Pituitary dwarfism with large sella turcica (disorder)"
"32390006","Panhypopituitarism (disorder)"
"33927004","Hypogonadotropic hypogonadism (disorder)"
"38576000","Nonfamilial hyperinsulinemic isolated somatotropin deficiency (disorder)"
"40781006","Hypopituitarism due to pituitary tumor (disorder)"
"51371005","Pituitary dwarfism with normal somatotropin level AND low somatomedin (disorder)"
"59572000","Necrosis of pituitary (disorder)"
"60138009","Anemia of pituitary deficiency (disorder)"
"67873006","Isolated prolactin deficiency (disorder)"
"71003000","Ateleiotic dwarfism (disorder)"
"74728003","Hypopituitarism (disorder)"
"80599001","Isolated corticotropin deficiency (disorder)"
"89476005","Pituitary cachexia (disorder)"
"91187007","Pituitary dwarfism with small sella turcica (disorder)"
"95830009","Pituitary infarction (disorder)"
"123760002","Prepuberal panhypopituitarism (disorder)"
"123953004","Idiopathic hypogonadotropic hypogonadism (disorder)"
"178456000","Ateliotic dwarfism without insulinopenia (disorder)"
"190470005","Idiopathic panhypopituitarism (disorder)"
"190472002","Post-infarction panhypopituitarism (disorder)"
"190480009","Follicle stimulating hormone deficiency (disorder)"
"190481008","Luteinizing hormone deficiency (disorder)"
"198448006","Female infertility of pituitary - hypothalamic origin (disorder)"
"198449003","Primary pituitary - hypothalamic infertility (disorder)"
"198450003","Secondary pituitary - hypothalamic infertility (disorder)"
"230795009","Pituitary coma (disorder)"
"237674009","Anterior pituitary hyperplasia (disorder)"
"237682009","Panhypopituitarism - anterior and posterior (disorder)"
"237683004","Panhypopituitarism - X-linked (disorder)"
"237684005","Sheehan's syndrome (disorder)"
"237685006","Partial hypopituitarism (disorder)"
"237687003","Isolated growth hormone deficiency - autosomal dominant (disorder)"
"237688008","Idiopathic growth hormone deficiency (disorder)"
"237689000","Growth hormone neurosecretory dysfunction (disorder)"
"237691008","Psychosocial growth hormone deficiency (disorder)"
"237692001","Adrenocorticotropic hormone deficiency (disorder)"
"237693006","Idiopathic adrenocorticotropic hormone deficiency (disorder)"
"237699005","Post-traumatic hypopituitarism (disorder)"
"237700006","Hypopituitarism due to iron overload (disorder)"
"237701005","Pituitary apoplexy (disorder)"
"267388009","Idiopathic hypopituitarism (disorder)"
"267389001","Post-birth injury hypopituitarism (disorder)"
"267390005","Post-infarction hypopituitarism (disorder)"
"271386001","Post-infective hypopituitarism (disorder)"
"290653008","Postpartum hypopituitarism (disorder)"
"367460001","Pituitary dwarfism (disorder)"
"397827003","Growth hormone deficiency (disorder)"
"420351005","Adult-onset growth hormone deficiency (disorder)"
"420499009","Hypogonadotropic hypogonadism due to isolated gonadotropin deficiency (disorder)"
"421019006","Hypogonadotropic hypogonadism due to follicle-stimulating hormone deficiency (disorder)"
"421684006","Adult growth hormone deficiency (disorder)"
"421821002","Hypogonadotropic hypogonadism due to luteinizing hormone deficiency (disorder)"
"421931005","Adult growth hormone deficiency with onset in childhood (disorder)"
"429514007","Growth hormone deficiency after bone marrow transplant (disorder)"
"715668008","Pituitary deficiency due to empty sella turcica syndrome (disorder)"
"718182008","Combined pituitary hormone deficiency genetic form (disorder)"
"719451006","Dilated cardiomyopathy with hypergonadotropic hypogonadism syndrome (disorder)"
"721842008","Hypogonadotropic hypogonadism with frontoparietal alopecia syndrome (disorder)"
"721846006","Hypomyelination, hypogonadotropic hypogonadism, hypodontia syndrome (disorder)"
"722027009","Kallman syndrome with heart disease (disorder)"
"722380003","Congenital cataract with intellectual disability and hypogonadotropic hypogonadism syndrome (disorder)"
"722944006","Congenital hypogonadotropic hypogonadism (disorder)"
"723999009","Retinitis pigmentosa, hypopituitarism, nephronophthisis, skeletal dysplasia syndrome (disorder)"
"724097003","Moyamoya angiopathy, short stature, facial dysmorphism, hypergonadotropic hypogonadism syndrome (disorder)"
"724385009","Growth delay due to insulin-like growth factor type 1 deficiency (disorder)"
"733113002","Hypogonadotropic hypogonadism retinitis pigmentosa syndrome (disorder)"
"758664007","Isolated follicle stimulating hormone deficiency (disorder)"
"766817004","Short stature due to growth hormone secretagogue receptor deficiency (disorder)"
"771308008","Non-acquired combined pituitary hormone deficiency, sensorineural hearing loss, spine abnormalities syndrome (disorder)"
