"code","description"
"16419651000119103","Dependence on biphasic positive airway pressure ventilation due to central sleep apnea syndrome (finding)"
"152921000119101","Dependence on respiratory device (finding)"
"89241000119108","Dependence on nocturnal oxygen therapy (finding)"
"89201000119106","Dependence on supplemental oxygen when ambulating (finding)"
"79031000119101","Dependence on respirator (finding)"
"79021000119104","Dependence on aspirator (finding)"
"60651000119103","Dependence on continuous supplemental oxygen (finding)"
"60631000119109","Dependence on home ventilator (finding)"
"8771000175103","Uses home continuous positive airway pressure ventilation supply (finding)"
"931000119107","Dependence on supplemental oxygen (finding)"
"716366009","Requires continuous home oxygen supply (finding)"
"713655003","Dependence on non-invasive ventilation (finding)"
"444932008","Dependence on ventilator (finding)"
"443879001","Partial neck breather following laryngectomy (finding)"
"443737000","Total neck breather following laryngectomy (finding)"
"429487005","Dependence on continuous positive airway pressure ventilation (finding)"
"429091008","Dependence on biphasic positive airway pressure ventilation (finding)"
"371820004","Patient ventilated (finding)"
"302108003","Tracheostomy present (finding)"
