"code","description"
"10806241000119108","Thalassemia in mother complicating childbirth (disorder)"
"10759351000119103","Sickle cell anemia in mother complicating childbirth (disorder)"
"10749641000119106","Blood coagulation disorder complicating pregnancy (disorder)"
"10749581000119100","Blood coagulation disorder complicating childbirth (disorder)"
"691421000119108","Anemia co-occurrent and due to chronic kidney disease stage 3 (disorder)"
"691411000119101","Anemia co-occurrent and due to chronic kidney disease stage 5 (disorder)"
"691401000119104","Anemia co-occurrent and due to chronic kidney disease stage 4 (disorder)"
"367061000119107","Priapism due to sickle cell disease (disorder)"
"143101000119101","Hemochromatosis following repeated red blood cell transfusion (disorder)"
"97571000119109","Thrombocytopenia co-occurrent and due to alcoholism (disorder)"
"72331000119105","Thalassemia in mother complicating pregnancy (disorder)"
"72161000119100","Antiphospholipid syndrome in pregnancy (disorder)"
"1801000119106","Anemia, pre-end stage renal disease on erythropoietin protocol (disorder)"
"860725002","Low von Willebrand factor (disorder)"
"838361004","Arthropathy due to hemochromatosis (disorder)"
"788944005","Gamma delta beta thalassemia (disorder)"
"788865000","Anemia due to chronic infectious disease (disorder)"
"785308008","Acquired hemophilia (disorder)"
"784392009","Adult chronic idiopathic neutropenia (disorder)"
"783256001","Familial thrombomodulin anomalies (disorder)"
"783255002","Hereditary isolated aplastic anemia (disorder)"
"783254003","Hereditary persistence of fetal hemoglobin with sickle cell disease syndrome (disorder)"
"783251006","Hereditary thrombocytopenia with normal platelets (disorder)"
"783250007","Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency (disorder)"
"783202008","Autosomal dominant secondary polycythemia (disorder)"
"783201001","Autosomal recessive severe congenital neutropenia due to colony stimulating factor 3 receptor deficiency (disorder)"
"783200000","Autosomal recessive severe congenital neutropenia due to C-X-C motif chemokine receptor 2 deficiency (disorder)"
"783199003","Autosomal recessive severe congenital neutropenia due to jagunal homolog 1 deficiency (disorder)"
"783194008","Bleeding diathesis due to thromboxane synthesis deficiency (disorder)"
"783058007","Autosomal recessive severe congenital neutropenia due to glucose-6-phosphatase catalytic subunit 3 deficiency (disorder)"
"782934004","Bleeding diathesis due to collagen receptor defect (disorder)"
"782911008","Hereditary cryohydrocytosis with reduced stomatin (disorder)"
"782909004","Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation (disorder)"
"782880001","Hemoglobinopathy Toms River (disorder)"
"782759001","X-linked dyserythropoietic anemia with abnormal platelets and neutropenia (disorder)"
"778006008","Autosomal dominant aplasia and myelodysplasia (disorder)"
"775909002","Congenital neutropenia, myelofibrosis, nephromegaly syndrome (disorder)"
"774084003","Neonatal antiphospholipid syndrome (disorder)"
"774071007","Pancytopenia with developmental delay syndrome (disorder)"
"773489008","Hereditary cryohydrocytosis with normal stomatin (disorder)"
"773422002","East Texas bleeding disorder (disorder)"
"771075004","Macrothrombocytopenia with mitral valve insufficiency (disorder)"
"770947009","Autosomal dominant severe congenital neutropenia (disorder)"
"770942003","Kostmann syndrome (disorder)"
"770407006","Chuvash erythrocytosis (disorder)"
"769167005","Vaso-occlusive pain co-occurrent and due to sickle cell disease (disorder)"
"768556005","Ataxia pancytopenia syndrome (disorder)"
"767713001","Factor XI deficiency (disorder)"
"767712006","Factor IX deficiency (disorder)"
"767499000","Autosomal recessive congenital methemoglobinemia type I (disorder)"
"767498008","Autosomal recessive congenital methemoglobinemia type II (disorder)"
"767497003","Autosomal recessive congenital methemoglobinemia (disorder)"
"766982000","Hemolytic anemia due to adenylate kinase deficiency (disorder)"
"765977002","Bleeding disorder due to glycoprotein VI deficiency (disorder)"
"765327005","Congenital sideroblastic anemia, B-cell immunodeficiency, periodic fever, developmental delay syndrome (disorder)"
"763096004","Disorder of liver due to sickle cell disease (disorder)"
"737243006","Purpura of skin co-occurrent and due to vascular fragility (disorder)"
"737221003","Congenital thrombocytopenia (disorder)"
"734349003","Alpha-thalassemia intellectual disability syndrome linked to chromosome 16 (disorder)"
"733064004","Osteosarcoma, limb anomalies, erythroid macrocytosis syndrome (disorder)"
"733028000","Multiple sclerosis, ichthyosis, factor VIII deficiency syndrome (disorder)"
"725463007","Severe congenital hypochromic anemia with ringed sideroblasts (disorder)"
"725291001","Defect of purinergic receptor p2y G protein-coupled 12 (disorder)"
"725137007","Neutropenia, monocytopenia, deafness syndrome (disorder)"
"725105006","Bleeding disorder due to deficiency of calcium and diacylglycerol-regulated guanine nucleotide exchange factor I (disorder)"
"725057008","Nonspherocytic hemolytic anemia due to deficiency of adenosinetriphosphatase (disorder)"
"725034002","Familial platelet syndrome with predisposition to acute myelogenous leukemia (disorder)"
"724854007","Purpura of skin and or skin-associated mucous membrane co-occurrent and due to coagulation disorder (disorder)"
"724639003","Asplenia following surgical procedure (disorder)"
