"code","description"
"105121000119102","Squamous cell carcinoma of vagina (disorder)"
"107691000119101","Non-seminomatous germ cell neoplasm of testis (disorder)"
"107771000119106","Primary malignant clear cell neoplasm of endometrium (disorder)"
"1078881000119102","Primary adenocarcinoma of lower lobe of left lung (disorder)"
"1078901000119100","Primary adenocarcinoma of upper lobe of left lung (disorder)"
"1078961000119104","Primary adenocarcinoma of upper lobe of right lung (disorder)"
"1080941000119109","Malignant melanoma of left choroid (disorder)"
"1081551000119106","Recurrent primary malignant neoplasm of left female breast (disorder)"
"1081561000119108","Recurrent primary malignant neoplasm of right female breast (disorder)"
"1081781000119105","Primary seminoma of left testis (disorder)"
"1082301000119109","Transitional cell carcinoma of right renal pelvis (disorder)"
"1082311000119107","Transitional cell carcinoma of right ureter (disorder)"
"1090081000000106","Secondary malignant neoplasm of paratracheal lymph nodes (disorder)"
"1090091000000108","Secondary malignant neoplasm of internal mammary lymph nodes (disorder)"
"1090101000000100","Secondary malignant neoplasm of supratrochlear lymph nodes (disorder)"
"1090121000000109","Secondary malignant neoplasm of deep cervical lymph nodes (disorder)"
"1090131000000106","Secondary malignant neoplasm of anterior cervical lymph nodes (disorder)"
"1090141000000102","Secondary malignant neoplasm of superficial cervical lymph nodes (disorder)"
"1090151000000104","Secondary malignant neoplasm of mastoid lymph nodes (disorder)"
"1090161000000101","Secondary malignant neoplasm of diaphragmatic lymph nodes (disorder)"
"1090171000000108","Secondary malignant neoplasm of sacral lymph nodes (disorder)"
"1090181000000105","Secondary malignant neoplasm of inferior epigastric lymph nodes (disorder)"
"1090191000000107","Secondary malignant neoplasm of coeliac lymph nodes (disorder)"
"1090201000000109","Secondary malignant neoplasm of deep inguinal lymph nodes (disorder)"
"1090221000000100","Secondary malignant neoplasm of internal iliac lymph nodes (disorder)"
"1090241000000107","Angioimmunoblastic T-cell lymphoma with dysproteinaemia (disorder)"
"1090251000000105","Malignant neoplasm of nose (disorder)"
"1090261000000108","Malignant neoplasm of descended testis (disorder)"
"1090271000000101","Malignant neoplasm of ventral surface of tongue (disorder)"
"1090281000000104","Malignant neoplasm of genital labia (disorder)"
"1090291000000102","Malignant neoplasm of prepylorus of stomach (disorder)"
"1090301000000103","Malignant neoplasm of flank (disorder)"
"1090821000000101","Malignant neoplasm of bone and articular cartilage (disorder)"
"1090871000000102","Malignant neoplasm of bone and articular cartilage of limb (disorder)"
"1090881000000100","Malignant neoplasm of bronchus or lung (disorder)"
"1090891000000103","Malignant neoplasm of connective and soft tissues of trunk (disorder)"
"1090901000000102","Malignant neoplasm of peripheral nerves of trunk (disorder)"
"1090921000000106","Malignant neoplasm of jaw (disorder)"
"1090931000000108","Malignant neoplasm of multiple endocrine glands (disorder)"
"1090941000000104","Malignant neoplasm of inguinal region (disorder)"
"1090951000000101","Malignant neoplasm of supraclavicular fossa (disorder)"
"1090961000000103","Malignant neoplasm of soft tissues of lower limb (disorder)"
"1090971000000105","Malignant neoplasm of posterior wall of stomach (disorder)"
"1090981000000107","Malignant neoplasm of anterior wall of stomach (disorder)"
"1091861000000100","Follicular lymphoma, cutaneous follicle centre (disorder)"
"1091921000000103","B-cell non-Hodgkin's lymphoma (disorder)"
"109264009","Overlapping malignant neoplasm of skin"
"109267002","Overlapping malignant melanoma of skin"
"1092831000000100","Overlapping malignant neoplasm of mouth (disorder)"
"109347009","Overlapping malignant neoplasm of bone and articular cartilage"
"109348004","Overlapping malignant neoplasm of bone and articular cartilage of limbs (disorder)"
"109358000","Overlapping malignant neoplasm of ill-defined site"
"109367000","Overlapping malignant neoplasm of nasopharynx"
"109368005","Overlapping malignant neoplasm of hypopharynx (disorder)"
"109369002","Overlapping malignant neoplasm of larynx"
"109371002","Overlapping malignant neoplasm of bronchus and lung"
"109378008","Mesothelioma (malignant)(clinical)"
"109383000","Mesothelioma of pericardium"
"109384006","Overlapping malignant neoplasm of heart, mediastinum and pleura"
"109385007","Kaposi's sarcoma (clinical)"
"109386008","Kaposi's sarcoma of skin (disorder)"
"109388009","Kaposi's sarcoma of palate"
"109391009","Kaposi's sarcoma of lymph nodes"
"109392002","Kaposi's sarcoma of multiple organs"
"109823006","Overlapping malignant neoplasm of tongue"
"109824000","Overlapping malignant neoplasm of major salivary gland (disorder)"
"109830000","Overlapping malignant neoplasm of floor of mouth"
"109835005","Overlapping malignant neoplasm of esophagus"
"109836006","Overlapping malignant neoplasm of stomach"
"109837002","Overlapping malignant neoplasm of small intestine"
"109841003","Liver cell carcinoma (clinical)"
"109842005","Intrahepatic bile duct carcinoma (disorder)"
"109843000","Hepatoblastoma (clinical)"
"109844006","Angiosarcoma of liver"
"109847004","Overlapping malignant neoplasm of biliary tract"
"109848009","Overlapping malignant neoplasm of pancreas"
"109853004","Mesothelioma of peritoneum"
"109874003","Overlapping malignant neoplasm of male genital organs"
"109875002","Overlapping malignant neoplasm of penis"
"109876001","Malignant neoplasm of descended testis"
"109878000","Overlapping malignant neoplasm of female genital organs"
"109885001","Overlapping malignant neoplasm of vulva"
"1098961000119105","History of cancer metastatic to lung"
"1098981000119101","Recurrent malignant neoplasm of prostate (disorder)"
"109911004","Overlapping malignant neoplasm of brain and other parts of the central nervous system"
"109912006","Overlapping malignant neoplasm of brain"
"109919002","Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system"
"109948008","Overlapping malignant neoplasm of eye and adnexa (primary)"
"109962001","Diffuse non-Hodgkin's lymphoma"
"109965004","Diffuse non-Hodgkin's lymphoma, lymphoblastic (clinical)"
"109966003","Diffuse non-Hodgkin's lymphoma, immunoblastic (clinical)"
"109969005","Diffuse non-Hodgkin's lymphoma, large cell (clinical)"
"109975001","T-zone lymphoma (clinical)"
"109976000","Lymphoepithelioid lymphoma (clinical)"
"109977009","Peripheral T-cell lymphoma (clinical)"
"109978004","T-cell lymphoma (clinical)"
"109979007","B-cell lymphoma (clinical)"
"109980005","Malignant immunoproliferative disease (clinical)"
"109982002","Alpha heavy chain disease (disorder)"
"109984001","Gamma heavy chain disease (disorder)"
"109988003","True histiocytic lymphoma (clinical)"
"109989006","Multiple myeloma (clinical)"
"109991003","Acute myelofibrosis (clinical)"
"109992005","Vaquez's disease"
"109994006","Essential thrombocythemia (disorder)"
"109996008","Myelodysplastic syndrome: Refractory anemia, without ringed sideroblasts, without excess blasts (disorder)"
"109998009","Refractory anemia with ringed sideroblasts (disorder)"
"110000005","Refractory anemia with excess blasts in transformation (disorder)"
"110002002","Mast cell leukemia (clinical)"
"110004001","Acute promyelocytic leukaemia (clinical)"
"110005000","Acute myelomonocytic leukaemia (clinical)"
"110006004","Prolymphocytic leukemia (clinical)"
"110007008","Adult T-cell leukemia/lymphoma (disorder)"
"110013004","Overlapping malignant neoplasm of tonsil"
"11010461000119101","Small cell carcinoma (disorder)"
"1110871000000109","Quality and Outcomes Framework cancer quality indicator-related care invitation (procedure)"
"116381000119105","Ganglioneuroblastoma (disorder)"
"118599009","Hodgkin's disease (clinical)"
"118600007","Lymphoma (clinical)"
"118601006","Non-Hodgkin's lymphoma (clinical)"
"118602004","Hodgkin's granuloma (clinical)"
"118605002","Hodgkin's paragranuloma (clinical)"
"118606001","Hodgkin's sarcoma (clinical)"
"118607005","Hodgkin's disease, lymphocytic-histiocytic predominance (clinical)"
"118608000","Hodgkin's disease, nodular sclerosis (clinical)"
"118609008","Hodgkin's disease, mixed cellularity (clinical)"
"118610003","Hodgkin's disease, lymphocytic depletion (clinical)"
"118611004","Sezary's disease (clinical)"
"118612006","Malignant histiocytosis (clinical)"
"118613001","Leukemic reticuloendotheliosis (clinical) [obs]"
"118614007","Letterer-Siwe disease (clinical)"
"118615008","Malignant mast cell tumor (clinical)"
"118617000","Burkitt's lymphoma (clinical)"
"118618005","Mycosis fungoides (clinical)"
"12240951000119107","Squamous cell carcinoma of left lung (disorder)"
"12240991000119102","Squamous cell carcinoma of right lung (disorder)"
"123845008","Adenocarcinoma of endometrium (disorder)"
"127225006","Chronic myelomonocytic leukemia"
"127230005","Neoplasm of spleen (disorder)"
"128041000119107","Primary adenocarcinoma of distal third of esophagus (disorder)"
"128462008","Metastatic neoplasm (disease)"
"128875000","Primary cutaneous CD30 antigen positive large T-cell lymphoma (disorder)"
"129000002","Langerhans cell histiocytosis, unifocal (disorder)"
"134421000","Pathological fracture due to metastatic bone disease"
"15635721000119108","Primary malignant neoplasm of both ovaries (disorder)"
"15956341000119105","Adenocarcinoma of left lung (disorder)"
"15956381000119100","Adenocarcinoma of right lung (disorder)"
"161436008","H/O: * leukemia"
"16260631000119101","Secondary malignant neoplasm of lymph node from neoplasm of female breast (disorder)"
"16341002","Parapsoriasis lichenoides (disorder)"
"1691000119104","Metastasis to liver from adenocarcinoma (disorder)"
"169396008","Radiomimetic chemotherapy (procedure)"
"169397004","Radiochemotherapy: local infiltration (procedure)"
"169398009","Radiochemotherapy: to stop spread (procedure)"
"169399001","Radiochemotherapy: oral route (procedure)"
"169400008","Radiochemotherapy via intravenous route (procedure)"
"169401007","Radiochemotherapy: for immunosuppression (procedure)"
"169402000","Radiochemotherapy: local artery (procedure)"
"169403005","Radiochemotherapy: into cavity (procedure)"
"1701000119104","Primary adenocarcinoma of colon (disorder)"
"18121000119104","Primary squamous cell carcinoma of palatine tonsil (disorder)"
"184881000119106","Primary adenocarcinoma of rectosigmoid junction (disorder)"
"187601000","Malignant neoplasm of upper lip, lipstick area"
"187604008","Malignant neoplasm of lower lip, external"
"187606005","Malignant tumour of oral aspect of upper lip"
"187613005","Malignant neoplasm of lower lip, buccal aspect"
"187614004","Malignant tumor of frenum of lower lip"
"187622006","Malignant tumor of labial mucosa"
"187624007","Malignant neoplasm of overlapping lesion of lip"
"187631006","Malignant neoplasm of base of tongue dorsal surface"
"187633009","Malignant neoplasm of dorsal surface of tongue"
"187634003","Malignant tumor of anterior two-thirds of tongue - dorsal surface (disorder)"
"187635002","Malignant neoplasm of midline of tongue (disorder)"
"187637005","Malignant neoplasm of tongue, tip and lateral border"
"187640005","Malignant neoplasm of anterior 2/3 of tongue ventral surface"
"187641009","Malignant tumor of frenum linguae"
"187644001","Malignant tumour of junctional zone of tongue"
"187652003","Malignant tumour of anterior floor of mouth"
"187653008","Malignant neoplasm of lateral portion of floor of mouth"
"187658004","Malignant tumour of vestibule of mouth"
"187659007","Malignant neoplasm of upper buccal sulcus"
"187660002","Malignant tumor of lower buccal sulcus"
"187662005","Malignant tumor of lower labial sulcus (disorder)"
"187666008","Malignant neoplasm of junction of hard and soft palate"
"187675005","Malignant tumour of palatopharyngeal arch"
"187681002","Malignant neoplasm of anterior epiglottis"
"187682009","Malignant neoplasm of epiglottis, free border"
"187683004","Malignant neoplasm of glossoepiglottic fold"
"187685006","Malignant neoplasm of junctional region of epiglottis"
"187688008","Malignant tumour of posterior wall of oropharynx"
"187692001","Malignant tumor of epipharynx"
"187693006","Malignant tumour of posterior wall of nasopharynx"
"187694000","Malignant tumor of adenoid"
"187697007","Malignant tumour of fossa of Rosenmuller"
"187698002","Malignant tumor of opening of auditory tube (disorder)"
"187700006","Malignant tumor of anterior wall of nasopharynx"
"187701005","Malignant neoplasm of floor of nasopharynx (disorder)"
"187702003","Malignant tumor of nasopharyngeal soft palate surface (disorder)"
"187708004","Malignant tumor aryepiglottic fold - hypopharyngeal aspect"
"187709007","Malignant neoplasm of posterior pharynx"
"187716008","Malignant tumour of Waldeyer's ring"
"187722004","Malignant tumour of cervical part of oesophagus"
"187723009","Malignant neoplasm of thoracic esophagus"
"187724003","Malignant tumour of abdominal part of oesophagus"
"187725002","Malignant neoplasm of upper third of esophagus"
"187726001","Malignant tumor of middle third of esophagus"
"187727005","Malignant neoplasm of lower third of oesophagus"
"187732006","Malignant neoplasm of cardia of stomach"
"187733001","Malignant neoplasm of cardiac orifice of stomach"
"187734007","Malignant neoplasm of cardio-esophageal junction of stomach"
"187736009","Malignant tumor of pylorus"
"187738005","Malignant neoplasm of pyloric canal of stomach"
"187740000","Malignant tumor of pyloric antrum"
"187741001","Malignant tumour of fundus of stomach"
"187742008","Malignant tumor of body of stomach"
"187752007","Malignant tumor of Meckel's diverticulum"
"187757001","Malignant neoplasm, overlapping lesion of colon"
"187760008","Malignant neoplasm of rectum, rectosigmoid junction and anus"
"187767006","Malignant neoplasm of liver and intrahepatic bile ducts"
"187769009","Primary carcinoma of liver"
"187773007","Malignant neoplasm of interlobular bile ducts"
"187776004","Malignant neoplasm of intrahepatic canaliculi (disorder)"
"187777008","Malignant neoplasm of intrahepatic gall duct"
"187784000","Malignant neoplasm of hepatic duct"
"187786003","Malignant neoplasm of sphincter of Oddi (disorder)"
"187791002","Malignant tumor of body of pancreas"
"187792009","Malignant tumour of tail of pancreas"
"187793004","Malignant tumor of pancreatic duct"
"187794005","Malignant tumour of Islets of Langerhans"
"187798008","Malignant neoplasm of ectopic pancreatic tissue"
"187801002","Malignant tumour of peritoneum and retroperitoneum"
"187803004","Malignant neoplasm of perinephric tissue"
"187804005","Malignant neoplasm of retrocaecal tissue"
"187807003","Overlapping malignant lesion of retroperitoneum and peritoneum"
"187808008","Malignant neoplasm of specified parts of peritoneum"
"187809000","Malignant neoplasm of mesocolon (disorder)"
"187811009","Malignant neoplasm of mesorectum"
"187814001","Malignant neoplasm of the pouch of Douglas"
"187821001","Angiosarcoma of spleen (disorder)"
"187822008","Fibrosarcoma of spleen"
"187824009","Malignant neoplasm, overlapping lesion of digestive system"
"187828007","Malignant neoplasm of nasal cavities, middle ear and accessory sinuses"
"187829004","Malignant neoplasm of cartilage of nose"
"187830009","Malignant neoplasm of nasal conchae"
"187831008","Malignant tumour of nasal vestibule"
"187833006","Malignant neoplasm of auditory tube, middle ear and mastoid air cells"
"187834000","Malignant tumor of Eustachian tube (disorder)"
"187835004","Malignant tumour of tympanic cavity"
"187836003","Malignant tumor of tympanic antrum"
"187838002","Malignant neoplasm, overlapping lesion of accessory sinuses"
"187841006","Malignant tumor of glottis"
"187842004","Malignant tumour of supraglottis"
"187843009","Malignant neoplasm of arytenoid cartilage"
"187844003","Malignant neoplasm of cricoid cartilage"
"187845002","Malignant neoplasm of cuneiform cartilage (disorder)"
"187846001","Malignant neoplasm of thyroid cartilage"
"187853005","Malignant neoplasm of cartilage of trachea (disorder)"
"187854004","Malignant neoplasm of mucosa of trachea"
"187857006","Malignant neoplasm of carina of bronchus"
"187861000","Malignant neoplasm of upper lobe bronchus"
"187862007","Malignant neoplasm of upper lobe of lung"
"187864008","Malignant neoplasm of middle lobe, bronchus or lung"
"187865009","Malignant neoplasm of middle lobe bronchus"
"187866005","Malignant neoplasm of middle lobe of lung"
"187868006","Malignant neoplasm of lower lobe, bronchus or lung"
"187869003","Malignant neoplasm of lower lobe bronchus"
"187870002","Malignant neoplasm of lower lobe of lung"
