"code","description"
"F70","Mild mental retardation"
"F700","With the statement of no, or minimal, impairment of behaviour"
"F701","Significant impairment of behaviour requiring attention or treatment"
"F708","Other impairments of behaviour"
"F709","Without mention of impairment of behaviour"
"F71","Moderate mental retardation"
"F710","With the statement of no, or minimal, impairment of behaviour"
"F711","Significant impairment of behaviour requiring attention or treatment"
"F718","Other impairments of behaviour"
"F719","Without mention of impairment of behaviour"
"F72","Severe mental retardation"
"F720","With the statement of no, or minimal, impairment of behaviour"
"F721","Significant impairment of behaviour requiring attention or treatment"
"F728","Other impairments of behaviour"
"F729","Without mention of impairment of behaviour"
"F73","Profound mental retardation"
"F730","With the statement of no, or minimal, impairment of behaviour"
"F731","Significant impairment of behaviour requiring attention or treatment"
"F738","Other impairments of behaviour"
"F739","Without mention of impairment of behaviour"
"F78","Other mental retardation"
"F780","With the statement of no, or minimal, impairment of behaviour"
"F781","Significant impairment of behaviour requiring attention or treatment"
"F788","Other impairments of behaviour"
"F789","Without mention of impairment of behaviour"
"F79","Unspecified mental retardation"
"F790","With the statement of no, or minimal, impairment of behaviour"
"F791","Significant impairment of behaviour requiring attention or treatment"
"F798","Other impairments of behaviour"
"F799","Without mention of impairment of behaviour"
"F80","Specific developmental disorders of speech and language"
"F800","Specific speech articulation disorder"
"F801","Expressive language disorder"
"F802","Receptive language disorder"
"F803","Acquired aphasia with epilepsy [Landau-Kleffner]"
"F808","Other developmental disorders of speech and language"
"F809","Developmental disorder of speech and language, unspecified"
"F82","Specific developmental disorder of motor function"
"F83","Mixed specific developmental disorders"
"F841","Atypical autism"
"F842","Rett syndrome"
"F843","Other childhood disintegrative disorder"
"F844","Overactive disorder associated with mental retardation and stereotyped movements"
"F845","Asperger syndrome"
"F848","Other pervasive developmental disorders"
"F849","Pervasive developmental disorder, unspecified"
"F88","Other disorders of psychological development"
"F89","Unspecified disorder of psychological development"
"F90","Hyperkinetic disorders"
"F900","Disturbance of activity and attention"
"F901","Hyperkinetic conduct disorder"
"F908","Other hyperkinetic disorders"
"F909","Hyperkinetic disorder, unspecified"
"F91","Conduct disorders"
"F910","Conduct disorder confined to the family context"
"F911","Unsocialized conduct disorder"
"F912","Socialized conduct disorder"
"F913","Oppositional defiant disorder"
"F918","Other conduct disorders"
"F919","Conduct disorder, unspecified"
"F92","Mixed disorders of conduct and emotions"
"F920","Depressive conduct disorder"
"F928","Other mixed disorders of conduct and emotions"
"F929","Mixed disorder of conduct and emotions, unspecified"
"F930","Separation anxiety disorder of childhood"
"F931","Phobic anxiety disorder of childhood"
"F932","Social anxiety disorder of childhood"
"F938","Other childhood emotional disorders"
"F939","Childhood emotional disorder, unspecified"
"F94","Disorders of social functioning with onset specific to childhood and adolescence"
"F940","Elective mutism"
"F941","Reactive attachment disorder of childhood"
"F942","Disinhibited attachment disorder of childhood"
"F948","Other childhood disorders of social functioning"
"F949","Childhood disorder of social functioning, unspecified"
"F95","Tic disorders"
"F951","Chronic motor or vocal tic disorder"
"F952","Combined vocal and multiple motor tic disorder [de la Tourette]"
"F958","Other tic disorders"
"F959","Tic disorder, unspecified"
"F98","Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence"
"F980","Nonorganic enuresis"
"F982","Feeding disorder of infancy and childhood"
"F984","Stereotyped movement disorders"
"F988","Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence"
"F989","Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence"
"F840","Childhood autism"
